player_id,player_name,birth_date,position,club,base_rating
P-44716,Frédéric Herpoel,1974-08-16,Midfielder,,79.3
P-20585,Phil Jagielka,1982-08-17,Defender,,80.9
P-38981,Ali Maâloul,1990-01-01,Defender,,76.8
P-47440,Ja-cheol Koo,1989-02-27,Midfielder,,73.3
P-76612,Juan Carlos Valerón,1975-06-17,Midfielder,,79.4
P-48670,Valentín Pimentel,1991-05-30,Midfielder,,75.8
P-27035,Keanu Baccus,1998-06-07,Midfielder,,79.9
P-31347,Karim Essediri,1979-07-29,Defender,,76.7
P-49485,Ömer Çatkıç,1974-10-15,Midfielder,,79.5
P-58840,Felipe Melo,1983-08-26,Midfielder,,87.1
P-10860,Gonzalo Pineda,1982-10-19,Defender,,85.3
P-16489,Joo-ho Park,1987-01-16,Defender,,75.6
P-26412,Luis Romo,1995-06-05,Midfielder,,81.9
P-49090,Song Bum-keun,1997-10-15,Midfielder,,81.5
P-45981,Miki Yamane,1993-12-22,Defender,,80.7
P-51785,Nam-il Kim,1977-03-14,Midfielder,,77.8
P-77249,Gaël Clichy,1985-07-26,Defender,,86.2
P-53048,Axel Witsel,1989-01-12,Midfielder,,78.6
P-93828,Adama Mbengue,1993-12-01,Defender,,77.8
P-98153,Nabil Dirar,1986-02-25,Defender,,81.4
P-28151,Paulo Dybala,1993-11-15,Forward,,83.1
P-44926,Tim Cahill,1979-12-06,Midfielder,,73.7
P-02028,Ayman Ashraf,1991-04-09,Defender,,73.5
P-84524,Tommy Smith,1990-03-31,Defender,,72.7
P-81297,Cesc Fàbregas,1987-05-04,Midfielder,,85.5
P-74242,Jamie Vardy,1987-01-11,Forward,,75.9
P-34822,Jackson Irvine,1993-03-07,Midfielder,,73.1
P-64299,Érick Gutiérrez,1995-06-15,Midfielder,,84.9
P-88428,Cuauhtémoc Blanco,1973-01-17,Forward,,85.9
P-15314,Carlos Marchena,1979-07-31,Defender,,87.9
P-86028,Agustín Orión,1981-07-26,Midfielder,,83.2
P-03447,Johan Walem,1972-02-01,Midfielder,,82.0
P-62364,Karim El Ahmadi,1985-01-27,Midfielder,,77.7
P-44328,Shuto Machino,1999-09-30,Forward,,81.1
P-68095,Jong-hwan Yoon,1973-02-16,Midfielder,,80.0
P-93567,Matt McKay,1983-01-11,Midfielder,,83.6
P-54042,not applicable Fred,1983-10-03,Forward,,81.8
P-76705,Abel Aguilar,1985-01-06,Midfielder,,77.8
P-45399,Édouard Mendy,1992-03-01,Midfielder,,82.7
P-48947,James Bannatyne,1975-06-30,Midfielder,,75.4
P-53231,Alberto Medina,1983-05-29,Midfielder,,84.3
P-46176,Gen Shoji,1992-12-11,Defender,,84.3
P-34543,Romario Ibarra,1994-09-24,Midfielder,,83.2
P-44011,José Clayton,1974-03-21,Defender,,73.0
P-66433,Éver Banega,1988-06-29,Midfielder,,85.6
P-59571,Yunus Musah,2002-11-29,Midfielder,,78.2
P-44775,Jaromír Blažek,1972-12-29,Midfielder,,81.8
P-01212,Clarence Goodson,1982-05-17,Defender,,85.6
P-98747,Rouzbeh Cheshmi,1993-07-24,Defender,,83.6
P-06370,Diego Simeone,1970-04-28,Midfielder,,78.3
P-29883,Kara Mbodji,1989-11-22,Defender,,77.7
P-46807,Junichi Inamoto,1979-09-18,Midfielder,,79.3
P-66906,Shūichi Gonda,1989-03-03,Midfielder,,76.3
P-81778,Richard Kingson,1978-06-13,Midfielder,,79.8
P-24015,Theo Walcott,1989-03-16,Forward,,84.1
P-43567,Kalvin Phillips,1995-12-02,Midfielder,,77.4
P-80105,Zlatan Ibrahimović,1981-10-03,Forward,,75.2
P-70140,Massimo Oddo,1976-06-14,Defender,,85.1
P-09100,James Troisi,1988-07-03,Midfielder,,79.4
P-59033,Sofiane Boufal,1993-09-17,Midfielder,,74.2
P-63532,Assim Madibo,1996-10-22,Midfielder,,73.6
P-68429,Takehiro Tomiyasu,1998-11-05,Defender,,80.4
P-52676,Frickson Erazo,1988-05-05,Defender,,80.4
P-28794,Stephen Eustáquio,1996-12-21,Midfielder,,75.2
P-98143,Rio Mavuba,1984-03-08,Midfielder,,78.2
P-33089,Joao Rojas,1989-06-14,Midfielder,,75.8
P-54461,Corentin Tolisso,1994-08-03,Midfielder,,83.5
P-67129,Lucas Digne,1993-07-20,Defender,,89.1
P-61051,Ezequiel Garay,1986-10-10,Defender,,83.5
P-07233,Kim Moon-hwan,1995-08-01,Defender,,78.6
P-24556,not applicable Raúl,1977-06-27,Forward,,88.0
P-39956,Kwadwo Asamoah,1988-12-09,Midfielder,,76.1
P-77769,Abdou Diallo,1996-05-04,Defender,,74.7
P-97485,Song Min-kyu,1999-09-12,Midfielder,,83.1
P-48592,Geert De Vlieger,1971-10-16,Midfielder,,77.7
P-01930,Almoez Ali,1996-08-19,Forward,,79.0
P-95754,Karim Boudiaf,1990-09-16,Midfielder,,72.8
P-89943,Ji-hoon Baek,1985-02-28,Midfielder,,82.9
P-01258,Abdelkarim Hassan,1993-08-28,Midfielder,,77.8
P-17027,Sammy Adjei,1980-09-01,Midfielder,,82.2
P-71343,Alexis Mac Allister,1998-12-24,Midfielder,,79.8
P-17784,Payam Niazmand,1995-04-06,Midfielder,,73.1
P-64182,Alexis Vega,1997-11-25,Forward,,75.1
P-07865,Jin-cheul Choi,1971-03-26,Defender,,74.4
P-43029,Marco Verratti,1992-11-05,Midfielder,,85.7
P-09951,Jonathan dos Santos,1990-04-26,Midfielder,,85.6
P-62341,not applicable Rodri,1996-06-22,Midfielder,,89.4
P-95302,Aliou Cissé,1976-03-24,Defender,,75.7
P-37924,Ferdinand Coly,1973-09-10,Defender,,74.3
P-50943,Danny Welbeck,1990-11-26,Forward,,79.4
P-97422,Bailey Wright,1992-07-28,Defender,,72.6
P-38371,Ali Daei,1969-03-21,Forward,,78.0
P-11930,José Francisco Cevallos,1971-04-17,Midfielder,,84.5
P-34695,Frankie Hejduk,1974-08-05,Midfielder,,77.2
P-20557,Mattias Jonson,1974-01-16,Midfielder,,75.3
P-79943,Gareth Southgate,1970-09-03,Defender,,78.9
P-73255,Guillermo Franco,1976-11-03,Forward,,80.8
P-81466,Alphonse Areola,1993-02-27,Midfielder,,77.6
P-05392,Jason Davidson,1991-06-29,Defender,,83.6
P-57029,Walker Zimmerman,1993-05-19,Defender,,83.5
P-11495,Ángel Mena,1988-01-21,Midfielder,,75.7
P-31301,Ferran Torres,2000-02-29,Forward,,90.4
P-36196,Mark Milligan,1985-08-04,Defender,,83.6
P-13030,Omar Gaber,1992-01-30,Midfielder,,78.3
P-56659,Thiago Almada,2001-04-26,Midfielder,,87.6
P-60871,Mohamed Elneny,1992-07-11,Midfielder,,71.8
P-47319,Akram Afif,1996-11-18,Forward,,78.8
P-72795,Yoann Gourcuff,1986-07-11,Midfielder,,79.5
P-52319,Oliver Bozanic,1989-01-08,Midfielder,,77.6
P-69659,Marc Wilmots,1969-02-22,Forward,,79.1
P-72780,Imed Mhedhebi,1976-03-22,Forward,,77.4
P-59999,Chris Albright,1979-01-14,Defender,,76.3
P-82967,Marcus Berg,1986-08-17,Forward,,74.2
P-40927,Chung-yong Lee,1988-07-02,Midfielder,,78.6
P-85473,Juan Carlos Burbano,1969-02-15,Midfielder,,76.3
P-61416,Pathé Ciss,1994-03-16,Midfielder,,84.2
P-51653,Graham Zusi,1986-08-18,Midfielder,,77.5
P-75905,Paúl Ambrosi,1980-10-14,Defender,,77.0
P-36638,Abdul Manaf Nurudeen,1999-02-08,Midfielder,,78.8
P-65386,Samuel Piette,1994-11-12,Midfielder,,82.5
P-95122,Woon-jae Lee,1973-04-26,Midfielder,,81.8
P-98071,Abdul Kader Keïta,1981-08-06,Midfielder,,74.8
P-26953,Alex Telles,1992-12-15,Defender,,83.8
P-00384,Habib Mohamed,1983-12-10,Defender,,82.5
P-74946,Sebastian Larsson,1985-06-06,Midfielder,,76.6
P-19229,Curro Torres,1976-12-27,Defender,,86.1
P-76077,Carlos Carbonero,1990-07-25,Midfielder,,77.4
P-42808,Niclas Alexandersson,1971-12-29,Midfielder,,78.1
P-92520,not applicable Thiago,1991-04-11,Midfielder,,90.2
P-75070,Mikael Nilsson,1978-06-24,Defender,,76.0
P-49094,Mohamed Dräger,1996-06-25,Defender,,80.4
P-02231,Diego Costa,1988-10-07,Forward,,83.4
P-51678,Ali Assadalla,1993-01-19,Midfielder,,69.7
P-55991,Fabien Barthez,1971-06-28,Midfielder,,86.3
P-02115,John Alvbåge,1982-08-10,Midfielder,,77.3
P-17428,Jermaine Jenas,1983-02-18,Midfielder,,82.5
P-16333,Pau Torres,1997-01-16,Defender,,85.0
P-23315,Willy Sagnol,1977-03-18,Defender,,82.1
P-54100,Serey Dié,1984-11-07,Midfielder,,77.5
P-01933,Oswaldo Minda,1983-07-26,Midfielder,,79.5
P-15896,Adnan Januzaj,1995-02-05,Midfielder,,78.9
P-94838,David Ospina,1988-08-31,Midfielder,,79.5
P-64922,Wesley Sonck,1978-08-09,Forward,,83.3
P-06256,Olof Mellberg,1977-09-03,Defender,,75.7
P-86080,Mohamed El Shenawy,1988-12-18,Midfielder,,74.7
P-25906,Pablo Aimar,1979-11-03,Midfielder,,80.3
P-19776,Julián Álvarez,2000-01-31,Forward,,80.7
P-72763,Germán Villa,1973-04-02,Midfielder,,84.6
P-97294,Marco Zoro,1983-12-27,Defender,,78.5
P-72859,Paul Robinson,1979-10-15,Midfielder,,75.5
P-96512,Luca Toni,1977-05-26,Forward,,77.2
P-54495,Khalid Muneer,1998-02-24,Forward,,80.7
P-20467,Kamal Sowah,2000-01-09,Midfielder,,80.1
P-71420,John Terry,1980-12-07,Defender,,86.0
P-23304,Youssouf Fofana,1999-01-10,Midfielder,,88.1
P-93941,Máximo Banguera,1985-12-16,Midfielder,,80.4
P-98528,Luís Fabiano,1980-11-08,Forward,,87.5
P-27915,Issah Ahmed,1982-05-24,Defender,,72.7
P-26068,Romain Saïss,1990-03-26,Defender,,83.8
P-30596,Andrew Redmayne,1989-01-13,Midfielder,,82.2
P-00916,Sylvain Wiltord,1974-05-10,Forward,,78.1
P-59727,Miloš Degenek,1994-04-28,Defender,,83.1
P-42976,Amdy Faye,1977-03-12,Midfielder,,79.9
P-89292,Takashi Fukunishi,1976-09-01,Midfielder,,84.8
P-66219,Min-sung Lee,1973-06-23,Defender,,73.9
P-37114,Tae-uk Choi,1981-03-13,Forward,,78.5
P-78091,Jeremy Sarmiento,2002-06-16,Midfielder,,84.7
P-97589,George Owu,1982-06-17,Midfielder,,74.7
P-37703,Marwan Mohsen,1989-02-26,Forward,,77.7
P-86464,Joe-Max Moore,1971-02-23,Forward,,77.6
P-19907,Frank Leboeuf,1968-01-22,Defender,,79.7
P-56284,Lee Addy,1985-09-26,Defender,,74.2
P-44334,Pepe Reina,1982-08-31,Midfielder,,80.7
P-35225,Ko Itakura,1997-01-27,Defender,,82.8
P-37420,Eric García,2001-01-09,Defender,,84.4
P-33115,Giovanni Sio,1989-03-31,Forward,,79.5
P-87449,David Luiz,1987-04-22,Defender,,79.7
P-51458,Haminu Draman,1986-04-01,Midfielder,,75.6
P-73619,Lionel Scaloni,1978-05-16,Defender,,86.4
P-21683,David Albelda,1977-09-01,Midfielder,,86.5
P-42113,Ángel Di María,1988-02-14,Midfielder,,87.5
P-35103,Marek Jankulovski,1977-05-09,Defender,,74.1
P-84424,Lucas Hernandez,1996-02-14,Defender,,86.3
P-70867,Antonee Robinson,1997-08-08,Defender,,75.7
P-66815,not applicable Cássio,1987-06-06,Midfielder,,78.7
P-51089,Carles Puyol,1978-04-13,Defender,,84.2
P-14456,not applicable Sergio,1976-11-10,Midfielder,,85.7
P-07870,Moussa Sissoko,1989-08-16,Midfielder,,78.0
P-22876,Vincent Candela,1973-10-24,Defender,,87.1
P-99537,Andrea Pirlo,1979-05-19,Midfielder,,76.7
P-84312,Mathieu Valbuena,1984-09-28,Midfielder,,86.6
P-43176,Samuel Inkoom,1989-06-01,Defender,,79.6
P-79283,not applicable Kléberson,1979-06-19,Midfielder,,83.2
P-48443,Ross Barkley,1993-12-05,Midfielder,,81.8
P-95402,Pablo Armero,1986-11-02,Defender,,76.2
P-60652,Benjamin Pavard,1996-03-28,Defender,,79.1
P-36687,Marco Fabián,1989-07-21,Midfielder,,77.0
P-31907,Okan Buruk,1973-10-19,Midfielder,,75.0
P-43681,Pascal Chimbonda,1979-02-21,Defender,,85.9
P-96363,Alaeddine Yahia,1981-09-26,Defender,,78.1
P-54298,Yoshikatsu Kawaguchi,1975-08-15,Midfielder,,76.3
P-86943,Carlos Tenorio,1979-05-14,Forward,,79.8
P-72098,Tim Brown,1981-03-06,Midfielder,,73.4
P-12707,Alfred N'Diaye,1990-03-06,Midfielder,,78.6
P-36290,José Luis Perlaza,1981-10-06,Defender,,81.7
P-10739,Enzo Fernández,2001-01-17,Midfielder,,84.2
P-09338,Se-jong Ju,1990-10-30,Midfielder,,82.1
P-43423,Moharram Navidkia,1982-11-01,Midfielder,,77.0
P-87229,Sigifredo Mercado,1968-12-21,Midfielder,,79.3
P-03472,Atiba Hutchinson,1983-02-08,Midfielder,,81.9
P-58878,Tomokazu Myojin,1978-01-24,Midfielder,,79.8
P-96547,not applicable Shikabala,1986-03-05,Forward,,74.5
P-52837,not applicable Saúl,1994-11-21,Midfielder,,80.6
P-26539,Andrea Barzagli,1981-05-08,Defender,,79.6
P-37171,Philippe Coutinho,1992-06-12,Midfielder,,81.1
P-68649,not applicable Henrique,1986-10-14,Defender,,83.4
P-57511,Kwon Kyung-won,1992-01-31,Defender,,84.1
P-94825,Teddy Sheringham,1966-04-02,Forward,,77.0
P-80905,Álex Rodríguez,1990-08-05,Midfielder,,71.2
P-16073,Ledley King,1980-10-12,Defender,,79.6
P-14499,Juan Fernando Quintero,1993-01-18,Midfielder,,77.8
P-74320,Abdallah El Said,1985-07-13,Midfielder,,71.0
P-08539,Young-kwang Kim,1983-06-28,Midfielder,,80.2
P-66635,Moussa N'Diaye,2002-06-18,Defender,,76.5
P-20372,not applicable Adriano,1982-02-17,Forward,,85.6
P-06005,Angelo Palombo,1981-09-25,Midfielder,,82.9
P-89922,Riadh Jelassi,1971-07-07,Forward,,74.1
P-09400,Marco Asensio,1996-01-21,Midfielder,,88.7
P-71373,Jong-woo Park,1989-03-10,Midfielder,,77.2
P-33989,Adam Federici,1985-01-31,Midfielder,,75.3
P-66316,Kevin-Prince Boateng,1987-03-06,Midfielder,,78.0
P-36826,Melvin Brown,1979-01-28,Defender,,84.1
P-77705,Teófilo Gutiérrez,1985-05-17,Forward,,86.2
P-52437,Illiasu Shilla,1982-10-26,Defender,,72.0
P-47246,Simone Pepe,1983-08-30,Midfielder,,86.7
P-65802,Daniele De Rossi,1983-07-24,Midfielder,,79.9
P-02909,Sohrab Bakhtiarizadeh,1973-09-11,Defender,,82.9
P-32567,Raúl Guerrón,1976-10-12,Defender,,76.9
P-12635,Alistair Johnston,1998-10-08,Defender,,80.8
P-73513,Jaime Ayoví,1988-02-21,Forward,,73.4
P-62629,Syam Ben Youssef,1989-03-31,Defender,,73.2
P-86095,Fodé Ballo-Touré,1997-01-03,Defender,,80.6
P-12127,Abdoulaye Méïté,1980-10-06,Defender,,77.6
P-12805,Michael Essien,1982-12-03,Midfielder,,82.4
P-05728,Landon Donovan,1982-03-04,Forward,,77.1
P-70474,Razak Pimpong,1982-12-30,Forward,,78.8
P-76837,Álvaro Odriozola,1995-12-14,Defender,,79.0
P-13809,Arash Borhani,1983-09-14,Forward,,80.3
P-15025,Adel Sellimi,1972-11-16,Forward,,73.4
P-12859,Ahmed Khalil,1994-12-21,Forward,,75.0
P-40852,Enrique Romero,1971-06-23,Defender,,82.1
P-20127,Kosuke Nakamura,1995-02-27,Midfielder,,85.4
P-57248,Leonardo Bonucci,1987-05-01,Defender,,86.9
P-42535,Bobby Convey,1983-05-27,Midfielder,,78.2
P-05265,Abdelhamid Sabiri,1996-11-28,Forward,,76.4
P-48335,Shaun Wright-Phillips,1981-10-25,Midfielder,,83.0
P-72363,Osman Bukari,1998-12-13,Midfielder,,83.8
P-63129,Vince Grella,1979-10-05,Midfielder,,74.3
P-39664,Hamdi Nagguez,1992-10-28,Defender,,73.6
P-21962,Mohamed Amine Ben Amor,1992-05-03,Midfielder,,76.0
P-28455,Luis Gómez,1972-04-20,Midfielder,,84.5
P-05864,Garang Kuol,2004-09-15,Forward,,73.5
P-74139,Pontus Farnerud,1980-06-04,Midfielder,,77.7
P-58388,not applicable Kaká,1982-04-22,Midfielder,,86.8
P-56839,Sebas Méndez,1997-04-26,Midfielder,,75.9
P-74071,Kyle Walker,1990-05-28,Defender,,78.1
P-15489,Bakhtiar Rahmani,1991-09-23,Midfielder,,82.9
P-41052,Brad Davis,1981-11-08,Midfielder,,75.2
P-96029,Rami Bedoui,1990-01-19,Defender,,73.3
P-59702,Siaka Tiéné,1982-03-22,Defender,,72.4
P-81643,Jared Borgetti,1973-08-14,Forward,,82.4
P-10731,Max Gradel,1987-11-30,Forward,,71.9
P-79898,Daniel Agyei,1989-11-10,Midfielder,,82.4
P-07475,Jozy Altidore,1989-11-06,Forward,,81.3
P-25209,Kevin Mirallas,1987-10-05,Midfielder,,79.3
P-36639,Alex Oxlade-Chamberlain,1993-08-15,Midfielder,,83.0
P-57303,Mouez Hassen,1995-03-05,Midfielder,,74.6
P-24705,Hirving Lozano,1995-07-30,Forward,,76.6
P-22016,Luis Ovalle,1988-09-07,Defender,,74.4
P-68379,David Regis,1968-12-02,Defender,,83.9
P-82861,Ahmad Alenemeh,1982-10-10,Defender,,79.1
P-76060,not applicable Marquinhos,1994-05-14,Defender,,79.6
P-61810,Charles De Ketelaere,2001-03-10,Forward,,80.3
P-54138,Genki Haraguchi,1991-05-09,Midfielder,,77.9
P-13964,Antonio López,1981-09-13,Defender,,89.4
P-94511,Hitoshi Sogahata,1979-08-02,Midfielder,,77.5
P-30753,Boubacar Barry,1979-12-30,Midfielder,,81.5
P-90951,Chris Killen,1981-10-08,Forward,,64.9
P-29578,Jérémy Doku,2002-05-27,Forward,,88.0
P-23169,Mathis Bolly,1990-11-14,Forward,,76.7
P-90012,Mason Mount,1999-01-10,Midfielder,,83.1
P-99957,Víctor Ibarbo,1990-05-19,Forward,,81.0
P-25083,John Paintsil,1981-06-15,Midfielder,,72.4
P-87958,Hugo Guillamón,2000-01-31,Defender,,82.7
P-20087,Jamie Maclaren,1993-07-29,Forward,,80.6
P-00809,Liam Millar,1999-09-27,Midfielder,,82.0
P-02974,not applicable Hernanes,1985-05-29,Midfielder,,81.1
P-79299,Sadio Mané,1992-04-10,Forward,,82.4
P-96211,Brett Holman,1984-03-27,Forward,,83.3
P-56532,Nicolás Burdisso,1981-04-12,Defender,,82.3
P-15161,Bassam Al-Rawi,1997-12-16,Defender,,75.6
P-28517,Gideon Mensah,1998-07-18,Defender,,76.8
P-73491,Roberto Alvarado,1998-09-07,Forward,,80.2
P-69641,Prince Tagoe,1986-11-09,Forward,,80.2
P-63176,Jean-Alain Boumsong,1979-12-14,Defender,,80.2
P-72495,Yong-soo Choi,1973-09-10,Forward,,84.3
P-14758,Lionel Messi,1987-06-24,Forward,,88.2
P-76769,Radhi Jaïdi,1975-08-30,Defender,,79.4
P-57447,Scott Carson,1985-09-03,Midfielder,,79.2
P-29713,Piero Hincapié,2002-01-09,Defender,,84.8
P-64348,Gerard Piqué,1987-02-02,Defender,,82.7
P-01311,Vincenzo Montella,1974-06-18,Forward,,76.5
P-44093,Ahmed Fathy,1984-11-10,Defender,,78.6
P-69793,Naïm Sliti,1992-07-27,Forward,,76.6
P-48161,Lucho González,1981-01-19,Midfielder,,78.7
P-43350,Mathieu Debuchy,1985-07-28,Defender,,84.9
P-77916,Carlos Valdés,1985-05-22,Defender,,87.2
P-55821,Sam Adekugbe,1995-01-16,Defender,,75.0
P-01730,Carlos Salcedo,1993-09-29,Defender,,75.9
P-03038,Branko Strupar,1970-02-09,Forward,,87.2
P-93674,Nigel Martyn,1966-08-11,Midfielder,,85.3
P-12376,Mitsuo Ogasawara,1979-04-05,Midfielder,,75.8
P-00148,Yuki Abe,1981-09-06,Midfielder,,83.9
P-62368,Aaron Ramsdale,1998-05-14,Midfielder,,76.1
P-36105,Alidu Seidu,2000-06-04,Defender,,78.1
P-77238,Steve Cherundolo,1979-02-19,Defender,,85.0
P-53957,Karim Ansarifard,1990-04-03,Forward,,74.2
P-49114,Nicolás Otamendi,1988-02-12,Defender,,87.7
P-65411,Teruyuki Moniwa,1981-09-08,Defender,,83.9
P-01939,Rogério Ceni,1973-01-22,Midfielder,,84.3
P-09945,Ismael Díaz,1997-05-12,Forward,,75.9
P-72797,Jeff Agoos,1968-05-02,Defender,,75.0
P-81433,Uriel Antuna,1997-08-21,Forward,,84.2
P-79710,Felipe Caicedo,1988-09-05,Forward,,80.4
P-56735,Bixente Lizarazu,1969-12-09,Defender,,80.9
P-10738,Alain Boghossian,1970-10-27,Midfielder,,83.8
P-83190,Jimmy Conrad,1977-02-12,Defender,,74.3
P-33586,not applicable Gervinho,1987-05-27,Forward,,75.4
P-18605,Ebrahim Mirzapour,1978-09-16,Midfielder,,74.8
P-74612,Hossein Kanaanizadegan,1994-03-23,Defender,,76.3
P-47809,Seung-yeoul Lee,1989-03-06,Forward,,81.7
P-86937,Nicolas Jackson,2001-06-20,Forward,,82.3
P-51388,Vikash Dhorasoo,1973-10-10,Midfielder,,87.7
P-65206,Michael Arroyo,1987-04-23,Midfielder,,84.9
P-94643,Anthony Réveillère,1979-11-10,Defender,,83.1
P-71816,Benjamin Mendy,1994-07-17,Defender,,83.4
P-15091,Edson Buddle,1981-05-21,Forward,,77.4
P-18894,Cristian Mora,1979-08-26,Midfielder,,77.0
P-07553,Kasey Keller,1969-11-29,Midfielder,,74.0
P-70595,Rickie Lambert,1982-02-16,Forward,,83.9
P-31219,Eric Dier,1994-01-15,Midfielder,,86.7
P-26695,not applicable Edílson,1971-09-17,Forward,,85.1
P-79650,Cristian Romero,1998-04-27,Defender,,89.4
P-19801,Cheick Tioté,1986-06-21,Midfielder,,73.6
P-94275,Álvaro Arbeloa,1983-01-17,Defender,,89.4
P-95116,Pedro Contreras,1972-01-07,Midfielder,,88.2
P-72305,Ben Sigmund,1981-02-03,Defender,,67.9
P-21553,Raheem Sterling,1994-12-08,Midfielder,,79.7
P-97459,Claudio Reyna,1973-07-20,Midfielder,,76.5
P-70545,Carl Valeri,1984-08-14,Midfielder,,79.3
P-77068,Matthew Spiranovic,1988-06-27,Defender,,77.3
P-11593,Nacho Monreal,1986-02-26,Defender,,87.9
P-49097,David Villa,1981-12-03,Forward,,78.5
P-84745,Ruben Loftus-Cheek,1996-01-23,Midfielder,,81.4
P-23336,Albert Luque,1978-03-11,Forward,,82.9
P-10094,Khaled Badra,1973-04-08,Defender,,74.5
P-94559,Bülent Korkmaz,1968-11-24,Defender,,83.4
P-82549,Marcos Senna,1976-07-17,Midfielder,,83.8
P-50641,Sulley Muntari,1984-08-27,Midfielder,,77.2
P-07259,Young-gwon Kim,1990-02-27,Defender,,78.2
P-25724,Ji-sung Park,1981-02-25,Midfielder,,83.3
P-09991,Joseph Aidoo,1995-09-29,Defender,,73.9
P-42517,Youssef En-Nesyri,1997-06-01,Forward,,77.7
P-56669,Zeno Debast,2003-10-24,Defender,,87.5
P-26542,Óscar Murillo,1988-04-18,Defender,,84.8
P-35837,Mathew Leckie,1991-02-04,Forward,,80.6
P-18164,Gennaro Gattuso,1978-01-09,Midfielder,,78.7
P-32717,Thiago Motta,1982-08-28,Midfielder,,83.8
P-30252,Timothy Weah,2000-02-22,Forward,,85.3
P-91329,Andrew Nabbout,1992-12-17,Forward,,77.3
P-67867,Yohan Cabaye,1986-01-14,Midfielder,,78.8
P-82212,Papa Bouba Diop,1978-01-28,Midfielder,,80.3
P-82870,Hatem Trabelsi,1977-01-25,Defender,,75.7
P-38283,Fernando Llorente,1985-02-26,Forward,,85.4
P-03287,Diego Reyes,1992-09-19,Defender,,78.3
P-70547,Toby Alderweireld,1989-03-02,Defender,,80.3
P-68818,Cristiano Doni,1973-04-01,Midfielder,,86.7
P-84116,Adam Larsen Kwarasey,1987-12-12,Midfielder,,82.4
P-93262,Clemente Rodríguez,1981-07-31,Defender,,87.0
P-55581,not applicable Romaric,1983-06-04,Midfielder,,80.7
P-85670,Ismaël Koné,2002-06-16,Midfielder,,73.2
P-74323,Nicolás Asencio,1975-04-26,Forward,,83.3
P-16859,Tayfur Havutçu,1970-04-23,Midfielder,,77.7
P-27618,Yassine Chikhaoui,1986-09-02,Forward,,81.7
P-13639,Daniel Afriyie,2001-06-26,Midfielder,,72.6
P-48645,Alberto Gilardino,1982-07-05,Forward,,80.8
P-99888,Keisuke Tsuboi,1979-09-16,Defender,,76.6
P-82945,Ajdin Hrustic,1996-07-05,Midfielder,,72.4
P-77484,Emmanuel Koné,1986-12-31,Midfielder,,81.3
P-16245,Luis Muriel,1991-04-16,Forward,,82.7
P-55710,Farouk Ben Mustapha,1989-07-01,Midfielder,,77.2
P-43440,Serge Aurier,1992-12-24,Defender,,71.8
P-79146,not applicable Denílson,1977-08-24,Forward,,81.3
P-99847,Selim Benachour,1981-09-08,Midfielder,,71.9
P-29870,Gabriel Achilier,1985-03-24,Defender,,80.0
P-99721,Akinori Nishizawa,1976-06-18,Forward,,84.3
P-54658,Michael McGlinchey,1987-01-07,Midfielder,,76.0
P-78477,Viktor Claesson,1992-01-02,Midfielder,,74.7
P-66308,Roque Júnior,1976-08-31,Defender,,83.0
P-73712,Marcos Acuña,1991-10-28,Defender,,77.8
P-08359,Denis Odoi,1988-05-27,Defender,,78.8
P-07875,Thomas Partey,1993-06-13,Midfielder,,83.3
P-86871,Marcos Llorente,1995-01-30,Midfielder,,89.7
P-30711,Hugo Lloris,1986-12-26,Midfielder,,88.6
P-22242,Zoubeir Baya,1971-05-15,Midfielder,,76.4
P-42905,Jean-Daniel Akpa Akpro,1992-10-11,Defender,,78.0
P-80902,Blaise Kouassi,1975-02-02,Defender,,82.2
P-98036,Ramón Morales,1975-10-10,Midfielder,,80.2
P-61178,Juan Camilo Zúñiga,1985-12-14,Defender,,86.0
P-19422,Benjamin Angoua,1986-11-28,Defender,,71.9
P-41133,İlhan Mansız,1975-08-10,Forward,,81.8
P-92628,John Stones,1994-05-28,Defender,,75.6
P-53694,Alfred Gomis,1993-09-05,Midfielder,,76.5
P-15199,Khalid Boutaïb,1987-04-24,Forward,,77.3
P-32574,Liam Fraser,1998-02-13,Midfielder,,79.5
P-28595,Naomichi Ueda,1994-10-24,Defender,,82.8
P-07038,Fraser Forster,1988-03-17,Midfielder,,83.2
P-94649,Leighton Baines,1984-12-11,Defender,,82.5
P-78024,Chris Wondolowski,1983-01-28,Forward,,78.7
P-20969,Andranik Teymourian,1983-03-06,Midfielder,,75.9
P-18672,Clint Dempsey,1983-03-09,Midfielder,,79.2
P-01068,Jackson Martínez,1986-10-03,Forward,,83.0
P-77464,Aristide Zogbo,1981-12-30,Midfielder,,74.6
P-78133,Fabricio Coloccini,1982-01-22,Defender,,85.6
P-88818,Oussama Haddadi,1992-01-28,Defender,,77.1
P-68952,Weston McKennie,1998-08-28,Midfielder,,80.5
P-46263,Milan Borjan,1987-10-23,Midfielder,,81.1
P-97840,Sol Campbell,1974-09-18,Defender,,79.0
P-86644,Yahya Jabrane,1991-06-18,Midfielder,,76.0
P-58212,Hakan Şükür,1971-09-01,Forward,,77.2
P-41620,Kaies Ghodhbane,1976-01-07,Midfielder,,78.3
P-38878,Luis Enrique,1970-05-08,Midfielder,,80.5
P-10636,Masashi Oguro,1980-05-04,Forward,,84.5
P-24963,Javier de Pedro,1973-08-04,Midfielder,,89.3
P-89904,Emmanuel Agyemang-Badu,1990-12-02,Midfielder,,78.7
