player_id,player_name,birth_date,position,club,base_rating
P-89438,Francisco Fonseca,1979-10-02,Forward,,81.3
P-09270,not applicable Edmílson,1976-07-10,Defender,,87.2
P-51130,Michael Owen,1979-12-14,Forward,,78.1
P-89713,Sayouba Mandé,1993-06-15,Midfielder,,83.4
P-89177,Sergio Ramos,1986-03-30,Defender,,80.6
P-60592,Martín Palermo,1973-11-07,Forward,,86.7
P-54533,David Rozehnal,1980-07-05,Defender,,77.1
P-46091,Yūichi Komano,1981-07-25,Defender,,79.1
P-35246,Fernando Hierro,1968-03-23,Defender,,89.8
P-81706,Yassine Meriah,1993-07-02,Defender,,75.9
P-33804,Homam Ahmed,1999-08-25,Defender,,69.9
P-03552,David Carney,1983-11-30,Defender,,73.3
P-96457,Hyung-il Kim,1984-04-27,Defender,,83.7
P-11411,Masaaki Higashiguchi,1986-05-12,Midfielder,,82.8
P-15123,Adrián Bone,1988-09-08,Midfielder,,77.5
P-94877,Alexander Domínguez,1987-06-05,Midfielder,,77.8
P-77419,Javier Aquino,1990-02-11,Midfielder,,76.7
P-06108,Mario Bolatti,1985-02-17,Midfielder,,78.3
P-40581,Anis Ayari,1982-02-16,Defender,,73.8
P-69953,Ezequiel Lavezzi,1985-05-03,Forward,,84.1
P-37753,Alfonso Obregón,1972-05-12,Midfielder,,81.8
P-51266,Gérard Gnanhouan,1979-02-12,Midfielder,,77.4
P-29090,Tomáš Rosický,1980-10-04,Midfielder,,73.5
P-55416,Sol Bamba,1985-01-13,Defender,,74.0
P-76368,Felipe Baloy,1981-02-24,Defender,,75.0
P-12111,Ivan Franjic,1987-09-10,Defender,,82.5
P-33197,Danny Boffin,1965-07-10,Midfielder,,82.3
P-48295,Zakaria Aboukhlal,2000-02-18,Midfielder,,82.0
P-49482,Henry Martín,1992-11-18,Forward,,76.6
P-77532,Peter Crouch,1981-01-30,Forward,,81.1
P-90857,Marlon Ayoví,1971-09-27,Defender,,73.7
P-69089,Michael Beauchamp,1981-03-08,Defender,,82.1
P-16260,Kengo Nakamura,1980-10-31,Midfielder,,81.1
P-94249,Mehrdad Pooladi,1987-02-26,Defender,,78.0
P-20335,Cyril Domoraud,1971-07-22,Defender,,79.8
P-40007,Dani Olmo,1998-05-07,Forward,,89.2
P-20019,Albin Ekdal,1989-07-28,Midfielder,,78.2
P-98287,N'Golo Kanté,1991-03-29,Midfielder,,84.1
P-99914,Cléber Chalá,1971-06-29,Midfielder,,84.2
P-02947,Seung-woo Lee,1998-01-06,Midfielder,,83.7
P-51990,Lawrence Ati-Zigi,1996-11-29,Midfielder,,77.4
P-69743,Tomáš Galásek,1973-01-15,Midfielder,,82.1
P-64184,Bakari Koné,1981-09-17,Forward,,71.8
P-31684,Mauricio Pochettino,1972-03-02,Defender,,87.6
P-37948,Rahman Ahmadi,1980-07-30,Midfielder,,73.8
P-44282,Stephen Warnock,1981-12-12,Defender,,81.9
P-15905,Majid Hosseini,1996-06-20,Defender,,76.1
P-64718,Yong Lee,1986-12-24,Defender,,81.3
P-95181,James Maddison,1996-11-23,Midfielder,,84.6
P-78863,Mark Schwarzer,1972-10-06,Midfielder,,80.2
P-87852,Josh Risdon,1992-07-27,Defender,,79.1
P-88716,Bernd Thijs,1978-06-28,Midfielder,,85.0
P-91486,Wayne Bridge,1980-08-05,Defender,,75.4
P-29672,Augusto Fernández,1986-04-10,Midfielder,,80.3
P-86227,Stewart Downing,1984-07-22,Midfielder,,77.3
P-73520,Renato Ibarra,1991-01-20,Midfielder,,84.6
P-13285,David Seaman,1963-09-19,Midfielder,,79.1
P-04541,Mehdi Torabi,1994-09-10,Midfielder,,83.4
P-23035,Daniel Quaye,1980-12-25,Defender,,73.7
P-96639,Pablo Zabaleta,1985-01-16,Defender,,83.5
P-03869,Dae-sung Ha,1985-03-02,Midfielder,,80.5
P-65040,Do-heon Kim,1982-07-14,Midfielder,,75.3
P-36400,Luke Shaw,1995-07-12,Defender,,76.1
P-09888,Gregg Berhalter,1973-08-01,Defender,,79.2
P-54550,Hamza Mendyl,1997-10-21,Defender,,80.2
P-03484,Brenden Aaronson,2000-10-22,Forward,,78.6
P-01835,Paul Aguilar,1986-03-06,Defender,,79.9
P-31145,Nikita Rukavytsya,1987-06-22,Forward,,81.7
P-90423,Abderrazak Hamdallah,1990-12-17,Forward,,74.1
P-04746,Steve Gohouri,1981-02-08,Defender,,77.3
P-57058,Winston Reid,1988-07-03,Defender,,69.6
P-05216,Walid Cheddira,1998-01-22,Forward,,74.4
P-06678,Daniel Sturridge,1989-09-01,Forward,,76.6
P-83403,Roberto Ayala,1973-04-14,Defender,,79.7
P-21222,Naoki Matsuda,1977-03-14,Defender,,80.5
P-45039,not applicable Ricardo,1971-12-30,Midfielder,,81.2
P-60562,Eul-yong Lee,1975-09-08,Midfielder,,80.9
P-40666,Libor Sionko,1977-02-01,Midfielder,,77.9
P-92775,Ho Lee,1984-10-22,Midfielder,,79.0
P-70879,Saad Al-Sheeb,1990-02-19,Midfielder,,73.1
P-52784,Óscar Pérez,1973-02-01,Midfielder,,84.8
P-81968,Pape Sarr,1977-12-07,Midfielder,,83.5
P-58924,Harry Kane,1993-07-28,Forward,,79.7
P-89452,Sergiño Dest,2000-11-03,Defender,,81.0
P-25845,Sylvain Gbohouo,1988-10-29,Midfielder,,80.7
P-57401,Adrien Rabiot,1995-04-03,Midfielder,,88.0
P-51406,Riley McGree,1998-11-02,Midfielder,,74.7
P-81049,David Beckham,1975-05-02,Midfielder,,85.4
P-33570,Maxi Rodríguez,1981-01-02,Midfielder,,87.0
P-07338,Antonín Kinský,1975-05-31,Midfielder,,79.2
P-85176,Roberto Carlos,1973-04-10,Defender,,80.8
P-88370,Stuart Holden,1985-08-01,Midfielder,,83.5
P-31431,Victor Lindelöf,1994-07-17,Defender,,76.0
P-50688,Yassine Bounou,1991-04-05,Midfielder,,81.5
P-06851,Phil Jones,1992-02-21,Defender,,75.4
P-24586,Hans Sarpei,1976-06-28,Midfielder,,79.7
P-59808,Alexander Djiku,1994-08-09,Defender,,80.2
P-21776,Loïc Rémy,1987-01-02,Forward,,77.8
P-20244,Omar Gonzalez,1988-10-11,Defender,,79.5
P-29161,Mohamed Abdel Shafy,1985-07-01,Defender,,82.0
P-92710,Hwang Ui-jo,1992-08-28,Forward,,81.0
P-61979,Awer Mabil,1995-09-15,Forward,,77.2
P-67297,Samuel Umtiti,1993-11-14,Defender,,83.2
P-47597,Juan Mata,1988-04-28,Midfielder,,79.5
P-63935,Ali Zitouni,1981-01-11,Forward,,80.1
P-92874,Giorgio Chiellini,1984-08-14,Defender,,80.4
P-91455,Fidel Escobar,1995-01-09,Defender,,79.9
P-09041,Francileudo Santos,1979-03-20,Forward,,78.7
P-91438,Julian Green,1995-06-06,Midfielder,,75.9
P-95278,Maximiliano Meza,1992-12-15,Midfielder,,82.9
P-48968,Didier Zokora,1980-12-14,Midfielder,,78.8
P-23883,Hasan Şaş,1976-08-01,Forward,,77.5
P-38940,Sean Johnson,1989-05-31,Midfielder,,75.2
P-75306,Antonio Di Natale,1977-10-13,Forward,,83.5
P-35489,Habib Beye,1977-10-19,Defender,,84.0
P-94594,Young-chul Kim,1976-06-30,Defender,,73.7
P-55298,Youssouf Sabaly,1993-03-05,Defender,,78.4
P-42215,Ahmad Nourollahi,1993-02-01,Midfielder,,72.3
P-30405,Carlos Soler,1997-01-02,Midfielder,,81.4
P-01560,Stéphane Ruffier,1986-09-27,Midfielder,,84.5
P-77521,Jaime Penedo,1981-09-26,Midfielder,,80.7
P-20273,Petter Hansson,1976-12-14,Defender,,78.1
P-79017,Johan Elmander,1981-05-27,Forward,,74.6
P-52697,Pervis Estupiñán,1998-01-21,Defender,,84.6
P-77619,Divock Origi,1995-04-18,Forward,,83.4
P-03723,Nicky Butt,1975-01-21,Midfielder,,75.5
P-60554,Iago Aspas,1987-08-01,Forward,,89.5
P-73512,Dario Vidošić,1987-04-08,Midfielder,,72.5
P-47753,Joan Capdevila,1978-02-03,Defender,,87.9
P-17174,Presnel Kimpembe,1995-08-13,Defender,,87.5
P-21652,Amadou Onana,2001-08-16,Midfielder,,84.6
P-91655,Salif Sané,1990-08-25,Midfielder,,72.8
P-19366,Gustav Svensson,1987-02-07,Midfielder,,82.7
P-96267,Tae-young Kim,1970-11-08,Defender,,76.9
P-21864,Jason Culina,1980-08-05,Midfielder,,79.6
P-15197,not applicable Pedro,1997-06-20,Forward,,83.9
P-67176,Ricardo Ávila,1997-02-04,Midfielder,,76.3
P-42227,Gianluca Zambrotta,1977-02-19,Defender,,77.6
P-87514,Lee Kang-in,2001-02-19,Midfielder,,74.4
P-62977,Khalilou Fadiga,1974-12-30,Midfielder,,78.5
P-92673,Marcus Hahnemann,1972-06-15,Midfielder,,76.1
P-52013,Achraf Dari,1999-05-06,Defender,,73.9
P-97784,Eddie Lewis,1974-05-17,Midfielder,,76.6
P-15450,Francesco Coco,1977-01-08,Defender,,82.3
P-94500,Jeong Woo-yeong,1999-09-20,Midfielder,,73.8
P-51443,Kepa Arrizabalaga,1994-10-03,Midfielder,,79.9
P-44407,Mohamed Mkacher,1975-05-25,Defender,,78.1
P-33293,Haykel Guemamdia,1981-12-22,Forward,,82.3
P-75618,Yousef Hassan,1996-05-24,Midfielder,,74.3
P-95009,Matt Besler,1987-02-11,Defender,,79.2
P-69919,Nacer Chadli,1989-08-02,Midfielder,,79.5
P-82456,not applicable Grafite,1979-04-02,Forward,,78.1
P-16580,Yong-hyung Cho,1983-11-03,Midfielder,,82.9
P-22102,Diafra Sakho,1989-12-24,Forward,,78.6
P-74941,not applicable Fred,1993-03-05,Midfielder,,82.4
P-42390,Richie Laryea,1995-01-07,Defender,,71.5
P-84943,El Hadji Diouf,1981-01-15,Forward,,83.0
P-60872,Aziz Bouhaddouz,1987-03-30,Forward,,83.9
P-07089,William Saliba,2001-03-24,Defender,,86.4
P-21531,not applicable Alisson,1992-10-02,Midfielder,,80.8
P-76750,Hugo Ayala,1987-03-31,Defender,,82.3
P-88529,Yoon Jong-gyu,1998-03-20,Defender,,80.1
P-62157,Steven Gerrard,1980-05-30,Midfielder,,80.8
P-55511,Alessandro Nesta,1976-03-19,Defender,,81.2
P-64945,Daniel Yeboah,1984-11-13,Midfielder,,76.3
P-49258,Cobi Jones,1970-06-16,Midfielder,,80.7
P-29274,Álvaro Morata,1992-10-23,Forward,,89.3
P-44438,Adolfo Bautista,1979-05-15,Forward,,79.9
P-28364,Alan Franco,1998-08-21,Midfielder,,75.5
P-82447,Ao Tanaka,1998-09-10,Midfielder,,80.5
P-04157,Hyeon-woo Jo,1991-09-25,Midfielder,,75.9
P-34132,Jesús Ferreira,2000-12-24,Forward,,77.1
P-46499,Yves Vanderhaeghe,1970-01-30,Midfielder,,85.5
P-51960,Cheikh N'Doye,1986-03-29,Midfielder,,82.8
P-36764,Salvatore Bocchetti,1986-11-30,Defender,,79.0
P-60016,Salvatore Sirigu,1987-01-12,Midfielder,,87.3
P-12056,Roberto Bonano,1970-01-24,Midfielder,,82.5
P-55097,Myung-bo Hong,1969-02-12,Defender,,77.9
P-62062,Philippe Christanval,1978-08-31,Defender,,80.9
P-48340,Jonathan David,2000-01-14,Forward,,81.1
P-38594,Davinson Sánchez,1996-06-12,Defender,,80.8
P-60769,Mattia Perin,1992-11-10,Midfielder,,83.7
P-80838,Joe Scally,2002-12-31,Defender,,75.1
P-12167,David Trezeguet,1977-10-15,Forward,,80.7
P-01462,Henri Camara,1977-05-10,Forward,,73.3
P-10663,Robbie Fowler,1975-04-09,Forward,,86.6
P-66577,Adel Nefzi,1974-03-16,Midfielder,,72.5
P-31173,Geoff Cameron,1985-07-11,Defender,,78.3
P-37933,Joe Cole,1981-11-08,Midfielder,,85.9
P-86524,not applicable Hulk,1986-07-25,Forward,,85.5
P-47137,Ramin Rezaeian,1990-03-21,Defender,,75.8
P-98031,Iván Hurtado,1974-08-16,Defender,,77.5
P-11109,Christian Maggio,1982-02-11,Defender,,81.2
P-54517,Aurélien Tchouaméni,2000-01-27,Midfielder,,84.2
P-74655,Radamel Falcao,1986-02-10,Forward,,82.9
P-17666,Sung-yong Choi,1975-12-25,Midfielder,,82.2
P-06205,Stan Lazaridis,1972-08-16,Defender,,73.2
P-64249,Cameron Devlin,1998-06-07,Midfielder,,78.5
P-50787,Jorge Campos,1966-10-15,Midfielder,,84.1
P-06000,Michael Dawson,1983-11-18,Defender,,84.6
P-48955,Kevin De Bruyne,1991-06-28,Midfielder,,82.7
P-44850,Alpay Özalan,1973-05-29,Defender,,75.6
P-34406,Kieron Dyer,1978-12-29,Midfielder,,80.1
P-80859,Eddie Johnson,1984-03-31,Forward,,83.6
P-86410,Kellyn Acosta,1995-07-24,Midfielder,,81.8
P-11737,Christian Pulisic,1998-09-18,Forward,,74.0
P-45182,Morgan Schneiderlin,1989-11-08,Midfielder,,86.1
P-01078,Ciro Immobile,1990-02-20,Forward,,76.4
P-07076,Ismaël Diomandé,1992-08-28,Midfielder,,72.7
P-24134,Fran Karačić,1996-05-12,Defender,,77.8
P-46540,Conor Gallagher,2000-02-06,Midfielder,,79.5
P-47180,not applicable Maxwell,1981-08-27,Defender,,82.2
P-83836,Alessandro Del Piero,1974-11-09,Forward,,83.0
P-58540,Matthew Jurman,1989-12-08,Defender,,82.6
P-34998,Andreas Granqvist,1985-04-16,Defender,,82.3
P-22844,Callum Wilson,1992-02-27,Forward,,76.3
P-87266,not applicable Taison,1988-01-13,Forward,,89.2
P-61256,Tomi Juric,1991-07-22,Forward,,81.0
P-47401,Andreas Isaksson,1981-10-03,Midfielder,,78.6
P-69284,Jesús Navas,1985-11-21,Midfielder,,89.2
P-42690,Eun-sung Choi,1971-04-05,Midfielder,,81.6
P-61649,Beom-seok Oh,1984-07-29,Defender,,81.6
P-94647,Josh Sargent,2000-02-20,Forward,,81.8
P-17082,Douglas Costa,1990-09-14,Forward,,85.7
P-78308,Claudio Suárez,1968-12-17,Defender,,75.4
P-70237,Toshihiro Aoyama,1986-02-22,Midfielder,,80.9
P-29833,Mikael Lustig,1986-12-13,Defender,,84.5
P-15454,Andrew Boyens,1983-09-18,Defender,,75.1
P-27541,Jonathan Osorio,1992-06-12,Midfielder,,81.4
P-26022,Mohammad Reza Khanzadeh,1991-05-11,Defender,,77.1
P-92812,Vinícius Júnior,2000-07-12,Forward,,81.4
P-16352,Giovani Lo Celso,1996-04-09,Midfielder,,78.9
P-02886,Román Torres,1986-03-20,Defender,,80.0
P-09454,Ânderson Polga,1979-02-09,Defender,,84.5
P-55453,Jeong-ho Hong,1989-08-12,Defender,,82.2
P-21052,Abde Ezzalzouli,2001-12-17,Forward,,82.9
P-19910,Morgan De Sanctis,1977-03-26,Midfielder,,78.9
P-64924,Ali Abdi,1993-12-20,Defender,,83.1
P-92892,Archie Thompson,1978-10-23,Forward,,76.1
P-97800,Abdulaziz Hatem,1990-01-01,Midfielder,,76.9
P-27402,Heurelho Gomes,1981-02-15,Midfielder,,78.3
P-49008,Alejandro Balde,2003-10-18,Defender,,80.5
P-44044,Keita Baldé,1995-03-08,Forward,,79.1
P-32798,Thiago Silva,1984-09-22,Defender,,84.1
P-81377,Masahiko Inoha,1983-08-28,Defender,,85.4
P-16059,Santiago Cañizares,1969-12-18,Midfielder,,80.8
P-94317,Dayne St. Clair,1997-05-09,Midfielder,,76.1
P-66020,not applicable Weverton,1987-12-13,Midfielder,,85.4
P-44340,Karl Svensson,1984-03-21,Defender,,75.6
P-17348,Hiroaki Morishima,1972-04-30,Midfielder,,77.1
P-62952,Daichi Kamada,1996-08-05,Midfielder,,73.8
P-59901,Javad Nekounam,1980-09-07,Midfielder,,73.8
P-83216,Juan Cuadrado,1988-05-26,Midfielder,,79.9
P-00465,Jordan Veretout,1993-03-01,Midfielder,,82.5
P-97154,Simone Barone,1978-04-30,Midfielder,,83.4
P-02305,not applicable Casemiro,1992-02-23,Midfielder,,81.5
P-87409,Ilias Chair,1997-10-30,Midfielder,,76.6
P-61550,Dong-jin Kim,1982-01-29,Defender,,83.9
P-75667,Yoichiro Kakitani,1990-01-03,Forward,,84.6
P-53076,Manabu Saitō,1990-04-04,Forward,,75.5
P-57272,Johan Rodríguez,1975-08-15,Midfielder,,84.5
P-88263,Angelo Peruzzi,1970-02-16,Midfielder,,78.6
P-56293,Ahmed El-Jaouachi,1975-07-13,Midfielder,,72.1
P-15736,Shin-wook Kim,1988-04-14,Forward,,79.7
P-34670,Christian Vieri,1973-07-12,Forward,,81.1
P-07353,Steven Beitashour,1987-02-01,Defender,,81.0
P-20754,Nabil Fekir,1993-07-18,Forward,,80.1
P-98378,Timothy Chandler,1990-03-29,Defender,,83.7
P-34386,Ferydoon Zandi,1979-04-26,Midfielder,,76.2
P-45548,Tom Rogic,1992-12-16,Midfielder,,82.3
P-68161,Nader Ghandri,1995-02-18,Midfielder,,78.7
P-56947,Lilian Thuram,1972-01-01,Defender,,83.5
P-43410,Luiz Gustavo,1987-07-23,Midfielder,,86.5
P-42740,Éverton Ribeiro,1989-04-10,Midfielder,,80.6
P-81505,Lautaro Martínez,1997-08-22,Forward,,87.8
P-16571,Tony Sylva,1975-05-17,Midfielder,,74.6
P-28762,Shusaku Nishikawa,1986-06-18,Midfielder,,75.8
P-00111,Masoud Shojaei,1984-06-09,Midfielder,,80.5
P-78264,not applicable Elano,1981-06-14,Midfielder,,82.1
P-21153,Jack Grealish,1995-09-10,Forward,,84.2
P-75041,Alan Pulido,1991-03-08,Forward,,82.6
P-85736,Ángel Fernández,1971-08-02,Forward,,73.7
P-83544,Chong-gug Song,1979-02-20,Midfielder,,82.9
P-19578,Braulio Luna,1974-09-08,Midfielder,,78.7
P-95590,Ryan McGowan,1989-08-15,Defender,,74.4
P-22992,Eduardo Salvio,1990-07-13,Defender,,86.7
P-98986,Alex Tachie-Mensah,1977-02-15,Forward,,82.4
P-42018,Hiroshi Kiyotake,1989-11-12,Midfielder,,75.1
P-37126,Marco Materazzi,1973-08-19,Defender,,80.2
P-65590,Jaroslav Plašil,1982-01-05,Midfielder,,77.0
P-89070,Nick Pope,1992-04-19,Midfielder,,80.2
P-38599,Vincenzo Iaquinta,1979-11-21,Forward,,82.3
P-82223,not applicable Trézéguet,1994-10-01,Midfielder,,79.2
P-64049,Jan Vertonghen,1987-04-24,Defender,,85.9
P-94002,Marcelo Gallardo,1976-01-18,Midfielder,,85.0
P-41304,Hossein Mahini,1986-09-16,Defender,,74.5
P-77996,James Holland,1989-05-15,Midfielder,,78.6
P-95269,Vincent Kompany,1986-04-10,Defender,,86.2
P-39602,Walter Ayoví,1979-08-11,Defender,,78.3
P-90430,Yuji Nakazawa,1978-02-25,Defender,,77.7
P-24647,Raúl Albiol,1985-09-04,Defender,,83.4
P-61850,Jawhar Mnari,1976-11-08,Midfielder,,79.8
P-98607,not applicable Juan,1979-02-01,Defender,,82.5
P-29864,Morteza Pouraliganji,1992-04-19,Defender,,75.9
P-89934,John Guidetti,1992-04-15,Forward,,73.6
P-78113,Nick Rimando,1979-06-17,Midfielder,,78.5
P-38647,Lucas Biglia,1986-01-30,Midfielder,,84.6
P-77754,Tarek Hamed,1988-10-24,Midfielder,,80.6
P-51199,Seung-hyun Jung,1994-04-03,Defender,,80.3
P-45288,Achraf Hakimi,1998-11-04,Defender,,76.7
P-75462,Ignazio Abate,1986-11-12,Defender,,84.4
P-48525,Daisuke Ichikawa,1980-05-14,Midfielder,,83.8
P-14175,Arouna Koné,1983-11-11,Forward,,73.7
P-85432,Anders Svensson,1976-07-17,Midfielder,,81.3
P-87008,not applicable Neymar,1992-02-05,Forward,,87.2
P-81393,Christian Abbiati,1977-07-08,Midfielder,,83.4
P-66658,Gary Neville,1975-02-18,Defender,,86.7
P-19618,Carlos Rodríguez,1997-01-03,Midfielder,,85.9
P-20389,Juninho Paulista,1973-02-22,Midfielder,,82.8
P-29063,Aïssa Laïdouni,1996-12-13,Midfielder,,80.4
P-44763,Rafael Márquez,1979-02-13,Defender,,84.4
P-55659,Franck Ribéry,1983-04-07,Midfielder,,83.8
P-31765,Jordan Ayew,1991-09-11,Forward,,79.9
P-37848,Claudio Marchisio,1986-01-19,Midfielder,,75.9
P-42659,Luigi Di Biagio,1971-06-03,Midfielder,,83.4
P-43196,Yerry Mina,1994-09-23,Defender,,81.3
P-21099,Derek Cornelius,1997-11-25,Defender,,76.9
P-84486,Mark Bresciano,1980-02-11,Midfielder,,78.4
P-06024,John Boye,1987-04-23,Defender,,73.1
P-53723,Francesco Toldo,1971-12-02,Midfielder,,79.5
P-24388,Abdul Majeed Waris,1991-09-19,Forward,,73.9
P-58649,Pablo Mastroeni,1976-08-29,Defender,,82.3
P-63089,Tugay Kerimoğlu,1970-08-24,Midfielder,,84.2
P-37696,Nordin Amrabat,1987-03-31,Midfielder,,73.9
P-58476,Brad Guzan,1984-09-09,Midfielder,,77.5
P-94570,Amir Hossein Sadeghi,1981-09-06,Defender,,83.4
P-83169,not applicable Raphinha,1996-12-14,Forward,,88.4
P-83198,Dimitri Petratos,1992-11-10,Forward,,75.3
P-52444,Abdiel Arroyo,1993-12-13,Forward,,79.9
P-80183,Francisco Palencia,1973-04-28,Forward,,77.0
P-95374,Saeid Ezatolahi,1996-10-01,Midfielder,,81.8
P-53062,Petr Čech,1982-05-20,Midfielder,,75.9
P-41027,Hotaru Yamaguchi,1990-10-06,Midfielder,,83.4
P-85916,Efraín Juárez,1988-02-22,Defender,,80.3
P-84412,Tommy Oar,1991-12-10,Midfielder,,78.6
P-05120,José de Jesús Corona,1981-01-26,Midfielder,,77.0
P-13321,Carlos Gruezo,1995-04-19,Midfielder,,75.4
P-74007,Luca de la Torre,1998-05-23,Midfielder,,83.4
P-13613,Marcus Thuram,1997-08-06,Forward,,82.5
P-78071,Mark Viduka,1975-10-09,Forward,,72.8
P-35173,Nicolás Tagliafico,1992-08-31,Defender,,87.3
P-38004,Cédric Carrasso,1981-12-30,Midfielder,,86.9
P-56385,Germán Burgos,1969-04-16,Midfielder,,85.8
P-51118,Aziz Behich,1990-12-16,Defender,,74.9
P-60597,Brian McBride,1972-06-19,Forward,,77.5
P-39810,Martín Demichelis,1980-12-20,Defender,,80.7
P-08307,Emile Heskey,1978-01-11,Forward,,86.6
P-38901,Javier Saviola,1981-12-11,Forward,,80.5
P-27162,Damián Lanza,1982-04-10,Midfielder,,74.8
P-40995,Yoichi Doi,1973-07-25,Midfielder,,83.4
P-98680,Nihat Kahveci,1979-11-23,Forward,,80.9
P-33175,Keisuke Honda,1986-06-13,Midfielder,,82.9
P-37877,Roberto Firmino,1991-10-02,Forward,,84.5
P-96566,Takayuki Suzuki,1976-06-05,Forward,,75.1
P-84201,Robert Green,1980-01-18,Midfielder,,84.5
P-49027,Sherif Ekramy,1983-07-10,Midfielder,,72.4
P-47469,Oswaldo Ibarra,1969-09-08,Midfielder,,75.9
P-92866,Thomas Vermaelen,1985-11-14,Defender,,82.6
P-06223,Quincy Owusu-Abeyie,1986-04-15,Midfielder,,75.6
P-76131,Walter Samuel,1978-03-23,Defender,,81.9
P-85824,Yasuyuki Konno,1983-01-25,Defender,,77.6
P-49806,Luis Chávez,1996-01-15,Midfielder,,81.2
P-79380,Marcel Desailly,1968-09-07,Defender,,78.1
P-38799,Moussa Sow,1986-01-19,Forward,,82.9
P-82601,Alassane N'Dour,1981-12-12,Defender,,84.0
P-29011,Stephen Ahorlu,1988-09-05,Midfielder,,72.2
P-75890,Mohamed Salah,1992-06-15,Forward,,73.1
P-58665,Kalidou Cissokho,1978-08-28,Midfielder,,77.3
P-91543,Yahia Attiyat Allah,1995-03-02,Defender,,79.5
P-92004,Gabriel Jesus,1997-04-03,Forward,,78.2
P-50801,Sam Morsy,1991-09-10,Midfielder,,79.6
P-14196,Saîf-Eddine Khaoui,1995-04-27,Forward,,72.0
P-90689,Mohammed Waad,1999-09-18,Defender,,72.7
P-59617,Muzzy Izzet,1974-10-31,Midfielder,,83.8
P-64352,Gabriel Heinze,1978-04-19,Defender,,84.1
P-92513,Robert Sánchez,1997-11-18,Midfielder,,86.6
P-06754,Joshua Kennedy,1982-08-20,Forward,,74.4
P-55538,José Francisco Torres,1987-10-29,Midfielder,,74.9
P-28659,Daiki Iwamasa,1982-01-30,Defender,,83.6
P-72399,Mark-Anthony Kaye,1994-12-02,Midfielder,,79.1
P-63916,Paul Scholes,1974-11-16,Midfielder,,76.2
P-15988,Badou Ndiaye,1990-10-27,Midfielder,,77.7
P-63774,Patrik Andersson,1971-08-18,Defender,,79.7
P-32508,Gabriel Mercado,1987-03-18,Defender,,80.2
P-69034,Mehdi Nafti,1978-11-28,Midfielder,,76.0
P-83822,Iké Ugbo,1998-09-21,Forward,,80.6
P-69217,Djorkaeff Reasco,1999-01-18,Forward,,82.4
P-91832,Lucas Neill,1978-03-09,Defender,,78.9
P-83711,José Antonio Reyes,1983-09-01,Midfielder,,86.3
P-37614,Farid Díaz,1983-07-20,Defender,,83.2
P-84532,Wilfried Bony,1988-12-10,Forward,,75.4
P-47321,Kalidou Koulibaly,1991-06-20,Defender,,73.5
P-05227,Luis Saritama,1983-10-20,Midfielder,,79.0
P-65534,Frank Lampard,1978-06-20,Midfielder,,80.2
P-48310,Christian Atsu,1992-01-10,Midfielder,,75.0
P-10072,Jermaine Jones,1981-11-03,Midfielder,,73.9
P-95259,Kōji Nakata,1979-07-09,Defender,,79.0
P-77277,Shunsuke Nakamura,1978-06-24,Midfielder,,80.8
P-87199,Amine Harit,1997-06-18,Midfielder,,74.9
P-93633,Mehdi Mahdavikia,1977-07-24,Midfielder,,75.6
P-57906,Johan Micoud,1973-07-24,Midfielder,,87.3
P-45941,Luis Hernández,1968-12-22,Forward,,85.2
P-18598,Young-sun Yun,1988-10-04,Defender,,82.9
P-56897,Naohiro Takahara,1979-06-04,Forward,,75.7
P-21108,Yıldıray Baştürk,1978-12-24,Midfielder,,80.2
P-51733,Félix Borja,1983-04-02,Forward,,84.1
P-93619,not applicable Dante,1983-10-18,Defender,,85.9
P-66969,Kim Tae-hwan,1989-07-24,Defender,,82.8
P-75255,Sang-chul Yoo,1971-10-18,Defender,,76.0
P-37860,not applicable Antony,2000-02-24,Forward,,86.5
P-58822,Youssef Aït Bennasser,1996-07-07,Midfielder,,84.3
P-56330,Andrés Iniesta,1984-05-11,Midfielder,,86.0
P-42895,Henrik Larsson,1971-09-20,Forward,,82.6
P-37935,Ismaïla Sarr,1998-02-25,Forward,,81.1
P-82889,Kim Jin-su,1992-06-13,Defender,,81.5
P-36179,Robbie Findley,1985-08-04,Forward,,85.7
P-35873,Claudio Caniggia,1967-01-09,Forward,,83.8
P-73564,Adrián Ramos,1986-01-22,Forward,,83.4
P-78640,Jay DeMerit,1979-12-04,Defender,,81.2
P-78106,Gabriel Torres,1988-10-31,Forward,,69.3
P-74098,Milad Mohammadi,1993-09-29,Defender,,73.3
P-42326,Raphaël Varane,1993-04-25,Defender,,77.9
P-42523,Seung-gyu Kim,1990-09-30,Midfielder,,73.4
P-61949,James Pantemis,1997-02-21,Midfielder,,71.9
P-05081,Zafer Özgültekin,1975-03-10,Midfielder,,79.0
P-35850,Antonio Candreva,1987-02-28,Midfielder,,76.9
P-71633,Mamadou Sakho,1990-02-13,Defender,,85.3
P-21945,Luis Ernesto Michel,1979-07-21,Midfielder,,75.8
P-60716,César Azpilicueta,1989-08-28,Defender,,89.7
P-47627,not applicable Cicinho,1980-06-24,Defender,,87.1
P-88715,Koen Casteels,1992-06-25,Midfielder,,79.1
P-84301,not applicable Miranda,1984-09-07,Defender,,83.9
P-16046,Lamine Diatta,1975-07-02,Defender,,80.6
P-87592,Rafael García,1974-08-14,Midfielder,,84.2
P-91324,Axel Disasi,1998-03-11,Defender,,89.3
