ranking_date,team_id,points,rank
2018-01-01,IRQ,1013.8,39
2018-01-01,KSA,990.03,40
2018-01-01,NZL,988.2,41
2018-01-01,RSA,953.32,42
2018-01-01,NOR,930.25,43
2018-01-01,CAN,927.77,44
2018-01-01,QAT,900.61,45
2018-01-01,JOR,887.87,46
2018-01-01,HAI,882.49,47
2018-01-01,JAM,844.15,48
2018-01-01,CPV,826.37,49
2018-01-01,CUW,653.4,50
2018-04-01,BRA,1739.05,1
2018-04-01,ESP,1643.48,2
2018-04-01,GER,1635.74,3
2018-04-01,FRA,1590.86,4
2018-04-01,ARG,1540.1,5
2018-04-01,POR,1484.92,6
2018-04-01,BEL,1475.36,7
2018-04-01,ENG,1474.23,8
2018-04-01,NED,1464.4,9
2018-04-01,COL,1454.02,10
2018-04-01,ITA,1409.47,11
2018-04-01,MEX,1401.7,12
2018-04-01,SUI,1380.63,13
2018-04-01,URU,1346.19,14
2018-04-01,CRO,1340.13,15
2018-04-01,USA,1316.72,16
2018-04-01,IRN,1312.62,17
2018-04-01,ECU,1250.68,18
2018-04-01,SWE,1239.77,19
2018-04-01,SEN,1221.78,20
2018-04-01,MAR,1220.38,21
2018-04-01,JPN,1199.83,22
2018-04-01,BIH,1191.04,23
2018-04-01,KOR,1182.94,24
2018-04-01,AUT,1177.42,25
2018-04-01,AUS,1162.53,26
2018-04-01,SCO,1153.26,27
2018-04-01,PAR,1146.4,28
2018-04-01,TUR,1145.23,29
2018-04-01,CZE,1141.33,30
2018-04-01,EGY,1100.9,31
2018-04-01,TUN,1094.56,32
2018-04-01,PAN,1089.94,33
2018-04-01,UZB,1053.34,34
2018-04-01,ALG,1036.01,35
2018-04-01,GHA,1035.45,36
2018-04-01,CIV,1028.53,37
2018-04-01,IRQ,1022.41,38
2018-04-01,NOR,1011.88,39
2018-04-01,RSA,968.59,40
2018-04-01,KSA,964.06,41
2018-04-01,NZL,963.1,42
2018-04-01,COD,959.92,43
2018-04-01,CAN,952.87,44
2018-04-01,QAT,931.83,45
2018-04-01,HAI,882.49,46
2018-04-01,JOR,881.88,47
2018-04-01,JAM,847.75,48
2018-04-01,CPV,826.37,49
2018-04-01,CUW,702.3,50
2018-07-01,BRA,1763.4,1
2018-07-01,FRA,1664.61,2
2018-07-01,ESP,1616.13,3
2018-07-01,BEL,1603.79,4
2018-07-01,URU,1510.76,5
2018-07-01,ENG,1500.99,6
2018-07-01,CRO,1499.34,7
2018-07-01,COL,1469.44,8
2018-07-01,NED,1452.45,9
2018-07-01,POR,1452.36,10
2018-07-01,GER,1446.04,11
2018-07-01,SUI,1441.73,12
2018-07-01,ARG,1413.85,13
2018-07-01,ITA,1398.54,14
2018-07-01,SWE,1368.04,15
2018-07-01,MEX,1342.78,16
2018-07-01,IRN,1333.75,17
2018-07-01,USA,1316.32,18
2018-07-01,ECU,1250.68,19
2018-07-01,SEN,1239.15,20
2018-07-01,AUT,1228.65,21
2018-07-01,MAR,1225.09,22
2018-07-01,BIH,1216.98,23
2018-07-01,KOR,1193.32,24
2018-07-01,JPN,1192.98,25
2018-07-01,TUR,1172.08,26
2018-07-01,AUS,1171.76,27
2018-07-01,SCO,1126.17,28
2018-07-01,CZE,1124.38,29
2018-07-01,PAR,1112.0,30
2018-07-01,TUN,1107.63,31
2018-07-01,GHA,1083.28,32
2018-07-01,NOR,1067.15,33
2018-07-01,CIV,1028.53,34
2018-07-01,UZB,1022.55,35
2018-07-01,IRQ,1014.43,36
2018-07-01,RSA,1000.51,37
2018-07-01,KSA,989.84,38
2018-07-01,PAN,984.35,39
2018-07-01,COD,967.46,40
2018-07-01,EGY,965.61,41
2018-07-01,ALG,958.01,42
2018-07-01,CAN,952.87,43
2018-07-01,NZL,948.15,44
2018-07-01,QAT,931.83,45
2018-07-01,JOR,910.03,46
2018-07-01,JAM,884.96,47
2018-07-01,HAI,876.23,48
2018-07-01,CPV,836.6,49
2018-07-01,CUW,702.3,50
2018-10-01,FRA,1791.57,1
2018-10-01,BRA,1741.32,2
2018-10-01,BEL,1702.06,3
2018-10-01,ESP,1640.83,4
2018-10-01,URU,1491.51,5
2018-10-01,GER,1480.47,6
2018-10-01,COL,1479.21,7
2018-10-01,POR,1473.59,8
2018-10-01,NED,1464.38,9
2018-10-01,ENG,1457.4,10
2018-10-01,CRO,1445.44,11
2018-10-01,ARG,1424.38,12
2018-10-01,SUI,1391.89,13
2018-10-01,ITA,1372.87,14
2018-10-01,IRN,1344.16,15
2018-10-01,USA,1326.68,16
2018-10-01,SWE,1290.36,17
2018-10-01,ECU,1274.78,18
2018-10-01,MEX,1269.56,19
2018-10-01,BIH,1257.95,20
2018-10-01,AUT,1246.76,21
2018-10-01,KOR,1232.6,22
2018-10-01,MAR,1231.69,23
2018-10-01,SEN,1220.46,24
2018-10-01,JPN,1213.76,25
2018-10-01,TUR,1183.05,26
2018-10-01,AUS,1171.76,27
2018-10-01,SCO,1139.42,28
2018-10-01,TUN,1113.94,29
2018-10-01,PAR,1112.0,30
2018-10-01,CZE,1078.45,31
2018-10-01,NOR,1055.24,32
2018-10-01,GHA,1046.99,33
2018-10-01,CIV,1036.92,34
2018-10-01,IRQ,1028.34,35
2018-10-01,UZB,1010.43,36
2018-10-01,RSA,992.59,37
2018-10-01,KSA,987.52,38
2018-10-01,EGY,987.2,39
2018-10-01,QAT,982.5,40
2018-10-01,PAN,959.41,41
2018-10-01,CAN,956.76,42
2018-10-01,COD,953.92,43
2018-10-01,NZL,948.15,44
2018-10-01,ALG,944.65,45
2018-10-01,HAI,900.77,46
2018-10-01,JOR,888.57,47
2018-10-01,JAM,876.1,48
2018-10-01,CPV,825.32,49
2018-10-01,CUW,729.75,50
2019-01-01,BRA,1767.87,1
2019-01-01,FRA,1742.12,2
2019-01-01,BEL,1646.83,3
2019-01-01,ESP,1604.23,4
2019-01-01,NED,1558.92,5
2019-01-01,ENG,1534.94,6
2019-01-01,COL,1514.6,7
2019-01-01,POR,1483.83,8
2019-01-01,ARG,1473.19,9
2019-01-01,GER,1466.81,10
2019-01-01,CRO,1459.36,11
2019-01-01,SUI,1417.65,12
2019-01-01,ITA,1409.02,13
2019-01-01,URU,1406.78,14
2019-01-01,IRN,1341.33,15
2019-01-01,SWE,1339.05,16
2019-01-01,ECU,1285.46,17
2019-01-01,JPN,1269.23,18
2019-01-01,KOR,1266.19,19
2019-01-01,BIH,1265.27,20
2019-01-01,USA,1264.42,21
2019-01-01,AUT,1252.56,22
2019-01-01,MAR,1251.82,23
2019-01-01,AUS,1236.13,24
2019-01-01,SEN,1231.41,25
2019-01-01,MEX,1221.06,26
2019-01-01,CZE,1149.79,27
2019-01-01,TUR,1148.11,28
2019-01-01,SCO,1132.9,29
2019-01-01,PAR,1106.62,30
2019-01-01,NOR,1099.5,31
2019-01-01,TUN,1081.32,32
2019-01-01,GHA,1057.0,33
2019-01-01,IRQ,1042.4,34
2019-01-01,EGY,1034.26,35
2019-01-01,UZB,1031.9,36
2019-01-01,CIV,1025.97,37
2019-01-01,QAT,1018.58,38
2019-01-01,KSA,998.74,39
2019-01-01,RSA,990.22,40
2019-01-01,ALG,986.18,41
2019-01-01,CAN,974.6,42
2019-01-01,NZL,948.15,43
2019-01-01,PAN,919.67,44
2019-01-01,COD,914.73,45
2019-01-01,JAM,902.63,46
2019-01-01,HAI,895.79,47
2019-01-01,JOR,850.71,48
2019-01-01,CPV,781.22,49
2019-01-01,CUW,778.09,50
2019-04-01,BRA,1752.79,1
2019-04-01,FRA,1748.87,2
2019-04-01,BEL,1661.55,3
2019-04-01,ESP,1610.68,4
2019-04-01,ENG,1558.98,5
2019-04-01,NED,1537.84,6
2019-04-01,COL,1496.21,7
2019-04-01,GER,1484.91,8
2019-04-01,POR,1465.42,9
2019-04-01,ARG,1435.95,10
2019-04-01,SUI,1425.69,11
2019-04-01,ITA,1423.07,12
2019-04-01,CRO,1422.98,13
2019-04-01,URU,1406.78,14
2019-04-01,USA,1326.84,15
2019-04-01,IRN,1325.35,16
2019-04-01,KOR,1310.44,17
2019-04-01,JPN,1306.56,18
2019-04-01,SWE,1305.83,19
2019-04-01,MEX,1286.48,20
2019-04-01,BIH,1262.16,21
2019-04-01,ECU,1252.74,22
2019-04-01,SEN,1247.38,23
2019-04-01,QAT,1222.63,24
2019-04-01,MAR,1217.57,25
2019-04-01,AUS,1181.22,26
2019-04-01,AUT,1177.21,27
2019-04-01,TUR,1173.64,28
2019-04-01,CZE,1127.23,29
2019-04-01,NOR,1102.84,30
2019-04-01,GHA,1080.99,31
2019-04-01,PAR,1071.14,32
2019-04-01,SCO,1066.64,33
2019-04-01,TUN,1061.35,34
2019-04-01,UZB,1056.95,35
2019-04-01,IRQ,1053.74,36
2019-04-01,CIV,1047.6,37
2019-04-01,RSA,1004.84,38
2019-04-01,EGY,1002.28,39
2019-04-01,ALG,1000.67,40
2019-04-01,CAN,998.85,41
2019-04-01,KSA,987.32,42
2019-04-01,NZL,948.15,43
2019-04-01,COD,926.58,44
2019-04-01,PAN,924.03,45
2019-04-01,JOR,913.28,46
2019-04-01,HAI,909.25,47
2019-04-01,JAM,853.66,48
2019-04-01,CPV,771.66,49
2019-04-01,CUW,746.26,50
2019-07-01,BRA,1733.52,1
2019-07-01,FRA,1691.94,2
2019-07-01,BEL,1671.17,3
2019-07-01,ESP,1630.46,4
2019-07-01,COL,1587.14,5
2019-07-01,NED,1547.19,6
2019-07-01,POR,1522.38,7
2019-07-01,ENG,1518.39,8
2019-07-01,GER,1499.36,9
2019-07-01,URU,1470.15,10
2019-07-01,ARG,1451.87,11
2019-07-01,ITA,1450.07,12
2019-07-01,CRO,1401.64,13
2019-07-01,SUI,1399.98,14
2019-07-01,MEX,1351.31,15
2019-07-01,IRN,1339.6,16
2019-07-01,KOR,1328.02,17
2019-07-01,SWE,1289.91,18
2019-07-01,USA,1276.67,19
2019-07-01,JPN,1246.45,20
2019-07-01,TUR,1244.56,21
2019-07-01,SEN,1223.44,22
2019-07-01,AUT,1210.8,23
2019-07-01,BIH,1201.16,24
2019-07-01,MAR,1185.31,25
2019-07-01,CZE,1168.8,26
2019-07-01,ECU,1167.2,27
2019-07-01,AUS,1164.19,28
2019-07-01,QAT,1153.84,29
2019-07-01,PAR,1135.9,30
2019-07-01,EGY,1127.13,31
2019-07-01,NOR,1113.62,32
2019-07-01,TUN,1098.55,33
2019-07-01,ALG,1095.0,34
2019-07-01,UZB,1074.48,35
2019-07-01,SCO,1068.59,36
2019-07-01,GHA,1057.17,37
2019-07-01,CIV,1046.02,38
2019-07-01,IRQ,1020.48,39
2019-07-01,CAN,1008.49,40
2019-07-01,KSA,987.32,41
2019-07-01,HAI,967.79,42
2019-07-01,RSA,962.08,43
2019-07-01,NZL,948.15,44
2019-07-01,JAM,939.5,45
2019-07-01,PAN,925.15,46
2019-07-01,JOR,915.01,47
2019-07-01,COD,889.07,48
2019-07-01,CPV,771.66,49
2019-07-01,CUW,765.82,50
2019-10-01,BRA,1737.05,1
2019-10-01,FRA,1695.48,2
2019-10-01,BEL,1678.52,3
2019-10-01,ESP,1639.23,4
2019-10-01,NED,1582.33,5
2019-10-01,COL,1581.54,6
2019-10-01,POR,1540.76,7
2019-10-01,ENG,1535.31,8
2019-10-01,ARG,1485.61,9
2019-10-01,GER,1482.53,10
2019-10-01,URU,1468.74,11
2019-10-01,ITA,1465.22,12
2019-10-01,CRO,1412.5,13
2019-10-01,SUI,1393.75,14
2019-10-01,MEX,1371.32,15
2019-10-01,IRN,1342.49,16
2019-10-01,KOR,1317.07,17
2019-10-01,SWE,1286.18,18
2019-10-01,JPN,1275.24,19
2019-10-01,TUR,1250.87,20
2019-10-01,SEN,1249.98,21
2019-10-01,USA,1249.9,22
2019-10-01,ALG,1232.68,23
2019-10-01,AUT,1217.5,24
2019-10-01,ECU,1214.63,25
2019-10-01,AUS,1181.75,26
2019-10-01,MAR,1178.21,27
2019-10-01,CZE,1162.95,28
2019-10-01,BIH,1149.57,29
2019-10-01,QAT,1141.57,30
2019-10-01,PAR,1132.82,31
2019-10-01,NOR,1125.67,32
2019-10-01,CIV,1092.07,33
2019-10-01,EGY,1076.7,34
2019-10-01,GHA,1071.96,35
2019-10-01,SCO,1047.3,36
2019-10-01,CAN,1032.69,37
2019-10-01,TUN,1025.98,38
2019-10-01,UZB,1022.59,39
2019-10-01,IRQ,1012.46,40
2019-10-01,JAM,961.65,41
2019-10-01,RSA,959.9,42
2019-10-01,NZL,948.15,43
2019-10-01,JOR,924.11,44
2019-10-01,HAI,923.29,45
2019-10-01,KSA,897.11,46
2019-10-01,PAN,896.74,47
2019-10-01,COD,846.54,48
2019-10-01,CUW,801.92,49
2019-10-01,CPV,771.66,50
2020-01-01,BEL,1698.34,1
2020-01-01,FRA,1687.41,2
2020-01-01,BRA,1686.27,3
2020-01-01,ESP,1625.53,4
2020-01-01,NED,1582.4,5
2020-01-01,ARG,1537.25,6
2020-01-01,COL,1533.01,7
2020-01-01,ENG,1527.88,8
2020-01-01,POR,1516.36,9
2020-01-01,GER,1513.43,10
2020-01-01,ITA,1499.54,11
2020-01-01,URU,1489.93,12
2020-01-01,CRO,1446.29,13
2020-01-01,MEX,1404.85,14
2020-01-01,SUI,1404.06,15
2020-01-01,SWE,1333.33,16
2020-01-01,KOR,1303.8,17
2020-01-01,ALG,1298.03,18
2020-01-01,SEN,1275.72,19
2020-01-01,IRN,1272.98,20
2020-01-01,TUR,1269.07,21
2020-01-01,USA,1246.19,22
2020-01-01,JPN,1242.14,23
2020-01-01,AUT,1214.77,24
2020-01-01,AUS,1199.29,25
2020-01-01,ECU,1192.0,26
2020-01-01,CZE,1155.11,27
2020-01-01,NOR,1154.82,28
2020-01-01,BIH,1137.78,29
2020-01-01,QAT,1135.94,30
2020-01-01,PAR,1125.72,31
2020-01-01,MAR,1119.06,32
2020-01-01,GHA,1102.29,33
2020-01-01,IRQ,1082.38,34
2020-01-01,CIV,1076.62,35
2020-01-01,EGY,1058.59,36
2020-01-01,TUN,1055.45,37
2020-01-01,SCO,1050.92,38
2020-01-01,CAN,1050.37,39
2020-01-01,UZB,1044.58,40
2020-01-01,KSA,982.79,41
2020-01-01,JAM,970.12,42
2020-01-01,RSA,961.11,43
2020-01-01,JOR,908.42,44
2020-01-01,HAI,896.76,45
2020-01-01,NZL,892.56,46
2020-01-01,PAN,877.76,47
2020-01-01,COD,831.36,48
2020-01-01,CUW,799.66,49
2020-01-01,CPV,795.13,50
2020-04-01,BEL,1698.34,1
2020-04-01,FRA,1687.41,2
2020-04-01,BRA,1686.27,3
2020-04-01,ESP,1625.53,4
2020-04-01,NED,1582.4,5
2020-04-01,ARG,1537.25,6
2020-04-01,COL,1533.01,7
2020-04-01,ENG,1527.88,8
2020-04-01,POR,1516.36,9
2020-04-01,GER,1513.43,10
2020-04-01,ITA,1499.54,11
2020-04-01,URU,1489.93,12
2020-04-01,CRO,1446.29,13
2020-04-01,MEX,1404.85,14
2020-04-01,SUI,1404.06,15
2020-04-01,SWE,1344.72,16
2020-04-01,KOR,1303.8,17
2020-04-01,ALG,1298.03,18
2020-04-01,SEN,1275.72,19
2020-04-01,IRN,1272.98,20
2020-04-01,TUR,1269.07,21
2020-04-01,USA,1260.97,22
2020-04-01,JPN,1242.14,23
2020-04-01,AUT,1214.77,24
2020-04-01,AUS,1199.29,25
2020-04-01,ECU,1192.0,26
2020-04-01,CZE,1155.11,27
2020-04-01,NOR,1154.82,28
2020-04-01,BIH,1137.78,29
2020-04-01,QAT,1135.94,30
2020-04-01,PAR,1125.72,31
2020-04-01,MAR,1119.06,32
2020-04-01,GHA,1102.29,33
2020-04-01,IRQ,1082.38,34
2020-04-01,CIV,1076.62,35
2020-04-01,EGY,1058.59,36
2020-04-01,TUN,1055.45,37
2020-04-01,SCO,1050.92,38
2020-04-01,UZB,1044.58,39
2020-04-01,CAN,1042.51,40
2020-04-01,KSA,982.79,41
2020-04-01,JAM,970.12,42
2020-04-01,RSA,961.11,43
2020-04-01,JOR,908.42,44
2020-04-01,HAI,896.76,45
2020-04-01,NZL,892.56,46
2020-04-01,PAN,877.76,47
2020-04-01,COD,831.36,48
2020-04-01,CUW,799.66,49
2020-04-01,CPV,795.13,50
2020-07-01,BEL,1698.34,1
2020-07-01,FRA,1687.41,2
2020-07-01,BRA,1686.27,3
2020-07-01,ESP,1625.53,4
2020-07-01,NED,1582.4,5
2020-07-01,ARG,1537.25,6
2020-07-01,COL,1533.01,7
2020-07-01,ENG,1527.88,8
2020-07-01,POR,1516.36,9
2020-07-01,GER,1513.43,10
2020-07-01,ITA,1499.54,11
2020-07-01,URU,1489.93,12
2020-07-01,CRO,1446.29,13
2020-07-01,MEX,1404.85,14
2020-07-01,SUI,1404.06,15
2020-07-01,SWE,1344.72,16
2020-07-01,KOR,1303.8,17
2020-07-01,ALG,1298.03,18
2020-07-01,SEN,1275.72,19
2020-07-01,IRN,1272.98,20
2020-07-01,TUR,1269.07,21
2020-07-01,USA,1260.97,22
2020-07-01,JPN,1242.14,23
2020-07-01,AUT,1214.77,24
2020-07-01,AUS,1199.29,25
2020-07-01,ECU,1192.0,26
2020-07-01,CZE,1155.11,27
2020-07-01,NOR,1154.82,28
2020-07-01,BIH,1137.78,29
2020-07-01,QAT,1135.94,30
2020-07-01,PAR,1125.72,31
2020-07-01,MAR,1119.06,32
2020-07-01,GHA,1102.29,33
2020-07-01,IRQ,1082.38,34
2020-07-01,CIV,1076.62,35
2020-07-01,EGY,1058.59,36
2020-07-01,TUN,1055.45,37
2020-07-01,SCO,1050.92,38
2020-07-01,UZB,1044.58,39
2020-07-01,CAN,1042.51,40
2020-07-01,KSA,982.79,41
2020-07-01,JAM,970.12,42
2020-07-01,RSA,961.11,43
2020-07-01,JOR,908.42,44
2020-07-01,HAI,896.76,45
2020-07-01,NZL,892.56,46
2020-07-01,PAN,877.76,47
2020-07-01,COD,831.36,48
2020-07-01,CUW,799.66,49
2020-07-01,CPV,795.13,50
2020-10-01,BEL,1722.21,1
2020-10-01,FRA,1713.88,2
2020-10-01,BRA,1686.27,3
2020-10-01,ESP,1644.09,4
2020-10-01,POR,1571.02,5
2020-10-01,NED,1565.69,6
2020-10-01,ARG,1537.25,7
2020-10-01,COL,1533.01,8
2020-10-01,ENG,1529.24,9
2020-10-01,ITA,1513.07,10
2020-10-01,GER,1512.33,11
2020-10-01,URU,1489.93,12
2020-10-01,MEX,1404.85,13
2020-10-01,CRO,1395.23,14
2020-10-01,SUI,1384.89,15
2020-10-01,SWE,1314.64,16
2020-10-01,KOR,1303.8,17
2020-10-01,ALG,1298.03,18
2020-10-01,SEN,1275.72,19
2020-10-01,IRN,1272.98,20
2020-10-01,USA,1260.97,21
2020-10-01,JPN,1242.14,22
2020-10-01,TUR,1234.86,23
2020-10-01,AUT,1209.56,24
2020-10-01,AUS,1199.29,25
2020-10-01,ECU,1192.0,26
2020-10-01,NOR,1175.88,27
2020-10-01,CZE,1164.44,28
2020-10-01,QAT,1135.94,29
2020-10-01,BIH,1133.28,30
2020-10-01,PAR,1125.72,31
2020-10-01,MAR,1119.06,32
2020-10-01,GHA,1102.29,33
2020-10-01,IRQ,1082.38,34
2020-10-01,CIV,1076.62,35
2020-10-01,SCO,1073.58,36
2020-10-01,EGY,1058.59,37
2020-10-01,TUN,1055.45,38
2020-10-01,UZB,1044.58,39
2020-10-01,CAN,1042.51,40
2020-10-01,KSA,982.79,41
2020-10-01,JAM,970.12,42
2020-10-01,RSA,961.11,43
2020-10-01,JOR,908.42,44
2020-10-01,HAI,896.76,45
2020-10-01,NZL,892.56,46
2020-10-01,PAN,877.76,47
2020-10-01,COD,831.36,48
2020-10-01,CUW,799.66,49
2020-10-01,CPV,795.13,50
2021-01-01,BEL,1734.13,1
2021-01-01,BRA,1731.07,2
2021-01-01,FRA,1706.73,3
2021-01-01,ESP,1644.55,4
2021-01-01,POR,1597.63,5
2021-01-01,ARG,1554.04,6
2021-01-01,NED,1550.77,7
2021-01-01,ENG,1549.8,8
2021-01-01,ITA,1546.07,9
2021-01-01,GER,1497.95,10
2021-01-01,URU,1477.08,11
2021-01-01,MEX,1468.37,12
2021-01-01,COL,1432.89,13
2021-01-01,SUI,1393.0,14
2021-01-01,CRO,1374.82,15
2021-01-01,IRN,1309.44,16
2021-01-01,ECU,1308.92,17
2021-01-01,ALG,1308.35,18
2021-01-01,KOR,1300.72,19
2021-01-01,USA,1298.63,20
2021-01-01,SWE,1290.13,21
2021-01-01,AUT,1274.92,22
2021-01-01,SEN,1240.27,23
2021-01-01,JPN,1237.24,24
2021-01-01,TUR,1234.79,25
2021-01-01,AUS,1199.29,26
2021-01-01,CZE,1195.25,27
2021-01-01,NOR,1174.3,28
2021-01-01,MAR,1166.96,29
2021-01-01,PAR,1164.91,30
2021-01-01,IRQ,1095.19,31
2021-01-01,EGY,1077.06,32
2021-01-01,CIV,1074.39,33
2021-01-01,BIH,1074.04,34
2021-01-01,SCO,1072.85,35
2021-01-01,QAT,1071.14,36
2021-01-01,GHA,1064.97,37
2021-01-01,TUN,1059.21,38
2021-01-01,CAN,1042.51,39
2021-01-01,UZB,998.14,40
2021-01-01,KSA,994.88,41
2021-01-01,JAM,958.03,42
2021-01-01,JOR,936.7,43
2021-01-01,RSA,932.8,44
2021-01-01,PAN,905.79,45
2021-01-01,HAI,896.76,46
2021-01-01,NZL,892.56,47
2021-01-01,COD,826.74,48
2021-01-01,CUW,799.66,49
2021-01-01,CPV,764.49,50
2021-04-01,BRA,1731.07,1
2021-04-01,BEL,1730.65,2
2021-04-01,FRA,1696.07,3
2021-04-01,ESP,1632.44,4
2021-04-01,POR,1587.71,5
2021-04-01,ENG,1569.13,6
2021-04-01,ITA,1560.79,7
2021-04-01,ARG,1554.04,8
2021-04-01,NED,1501.69,9
2021-04-01,GER,1480.17,10
2021-04-01,URU,1477.08,11
2021-04-01,MEX,1444.91,12
2021-04-01,COL,1432.89,13
2021-04-01,SUI,1416.27,14
2021-04-01,CRO,1344.62,15
2021-04-01,USA,1334.38,16
2021-04-01,IRN,1320.52,17
2021-04-01,SWE,1317.03,18
2021-04-01,ECU,1315.72,19
2021-04-01,TUR,1297.63,20
2021-04-01,ALG,1297.57,21
2021-04-01,JPN,1282.87,22
2021-04-01,KOR,1256.57,23
2021-04-01,AUT,1243.28,24
2021-04-01,CZE,1205.85,25
2021-04-01,SEN,1201.82,26
2021-04-01,AUS,1199.29,27
2021-04-01,PAR,1164.91,28
2021-04-01,NOR,1160.7,29
2021-04-01,MAR,1155.72,30
2021-04-01,IRQ,1117.05,31
2021-04-01,CIV,1097.34,32
2021-04-01,QAT,1085.96,33
2021-04-01,TUN,1085.3,34
2021-04-01,SCO,1084.4,35
2021-04-01,EGY,1075.46,36
2021-04-01,BIH,1069.27,37
2021-04-01,CAN,1066.09,38
2021-04-01,GHA,1063.07,39
2021-04-01,KSA,1034.42,40
2021-04-01,UZB,1006.96,41
2021-04-01,JAM,941.7,42
2021-04-01,JOR,932.97,43
2021-04-01,PAN,928.68,44
2021-04-01,HAI,909.33,45
2021-04-01,NZL,892.56,46
2021-04-01,RSA,885.27,47
2021-04-01,CUW,835.05,48
2021-04-01,CPV,827.71,49
2021-04-01,COD,803.05,50
2021-07-01,BEL,1787.1,1
2021-07-01,BRA,1768.22,2
2021-07-01,ITA,1685.72,3
2021-07-01,FRA,1676.98,4
2021-07-01,ESP,1642.1,5
2021-07-01,ENG,1640.89,6
2021-07-01,ARG,1579.39,7
2021-07-01,POR,1533.87,8
2021-07-01,NED,1474.27,9
2021-07-01,GER,1464.66,10
2021-07-01,URU,1453.35,11
2021-07-01,SUI,1439.37,12
2021-07-01,MEX,1405.84,13
2021-07-01,COL,1402.14,14
2021-07-01,SWE,1372.22,15
2021-07-01,USA,1369.46,16
2021-07-01,IRN,1358.3,17
2021-07-01,ALG,1340.24,18
2021-07-01,CZE,1327.09,19
2021-07-01,JPN,1319.23,20
2021-07-01,CRO,1305.07,21
2021-07-01,ECU,1284.51,22
2021-07-01,KOR,1268.61,23
2021-07-01,AUT,1259.28,24
2021-07-01,PAR,1231.48,25
2021-07-01,SEN,1228.1,26
2021-07-01,AUS,1226.15,27
2021-07-01,MAR,1187.21,28
2021-07-01,TUR,1167.05,29
2021-07-01,NOR,1140.85,30
2021-07-01,CAN,1131.68,31
2021-07-01,CIV,1110.85,32
2021-07-01,QAT,1108.64,33
2021-07-01,IRQ,1095.56,34
2021-07-01,TUN,1093.24,35
2021-07-01,KSA,1088.81,36
2021-07-01,EGY,1075.46,37
2021-07-01,SCO,1055.86,38
2021-07-01,BIH,1052.27,39
2021-07-01,GHA,1047.51,40
2021-07-01,UZB,985.96,41
2021-07-01,JAM,953.87,42
2021-07-01,PAN,948.0,43
2021-07-01,RSA,904.07,44
2021-07-01,NZL,892.56,45
2021-07-01,HAI,885.56,46
2021-07-01,JOR,878.77,47
2021-07-01,CUW,829.19,48
2021-07-01,CPV,815.28,49
2021-07-01,COD,798.38,50
2021-10-01,BEL,1757.72,1
2021-10-01,BRA,1754.19,2
2021-10-01,ENG,1694.48,3
2021-10-01,ITA,1692.05,4
2021-10-01,ARG,1661.77,5
2021-10-01,FRA,1650.78,6
2021-10-01,ESP,1612.68,7
2021-10-01,POR,1553.89,8
2021-10-01,NED,1491.52,9
2021-10-01,GER,1489.09,10
2021-10-01,URU,1465.0,11
2021-10-01,SUI,1456.52,12
2021-10-01,COL,1444.5,13
2021-10-01,USA,1429.85,14
2021-10-01,MEX,1422.13,15
2021-10-01,IRN,1384.43,16
2021-10-01,SWE,1377.77,17
2021-10-01,CRO,1333.68,18
2021-10-01,ALG,1326.44,19
2021-10-01,CZE,1294.05,20
2021-10-01,JPN,1293.39,21
2021-10-01,ECU,1267.8,22
2021-10-01,KOR,1266.46,23
2021-10-01,AUS,1257.26,24
2021-10-01,PAR,1235.04,25
2021-10-01,CAN,1201.79,26
2021-10-01,MAR,1195.22,27
2021-10-01,SEN,1189.48,28
2021-10-01,AUT,1176.37,29
2021-10-01,NOR,1163.94,30
2021-10-01,TUR,1138.78,31
2021-10-01,KSA,1127.63,32
2021-10-01,TUN,1123.63,33
2021-10-01,CIV,1113.69,34
2021-10-01,QAT,1090.93,35
2021-10-01,EGY,1082.44,36
2021-10-01,IRQ,1081.59,37
2021-10-01,SCO,1079.81,38
2021-10-01,BIH,1066.16,39
2021-10-01,GHA,1030.19,40
2021-10-01,PAN,1001.52,41
2021-10-01,UZB,978.46,42
2021-10-01,RSA,975.95,43
2021-10-01,JAM,914.75,44
2021-10-01,HAI,914.58,45
2021-10-01,NZL,892.56,46
2021-10-01,JOR,877.7,47
2021-10-01,CUW,829.19,48
2021-10-01,COD,794.43,49
2021-10-01,CPV,793.15,50
2022-01-01,BRA,1773.11,1
2022-01-01,FRA,1707.36,2
2022-01-01,ARG,1696.63,3
2022-01-01,BEL,1692.33,4
2022-01-01,ENG,1682.56,5
2022-01-01,ITA,1663.06,6
2022-01-01,ESP,1635.24,7
2022-01-01,POR,1519.77,8
2022-01-01,GER,1515.62,9
2022-01-01,NED,1490.96,10
2022-01-01,SUI,1489.12,11
2022-01-01,USA,1432.94,12
2022-01-01,COL,1426.89,13
2022-01-01,IRN,1398.84,14
2022-01-01,ALG,1357.07,15
2022-01-01,CRO,1351.13,16
2022-01-01,URU,1340.68,17
2022-01-01,MEX,1338.82,18
2022-01-01,SWE,1336.74,19
2022-01-01,ECU,1323.41,20
2022-01-01,CZE,1319.43,21
2022-01-01,KOR,1312.58,22
2022-01-01,JPN,1303.64,23
2022-01-01,MAR,1297.09,24
2022-01-01,CAN,1266.39,25
2022-01-01,AUS,1236.55,26
2022-01-01,AUT,1201.82,27
2022-01-01,SEN,1200.38,28
2022-01-01,SCO,1167.72,29
