ranking_date,team_id,points,rank
2014-01-01,COD,793.38,47
2014-01-01,CAN,782.57,48
2014-01-01,HAI,752.69,49
2014-01-01,CUW,353.11,50
2014-04-01,BRA,1739.91,1
2014-04-01,ESP,1688.92,2
2014-04-01,GER,1631.02,3
2014-04-01,ARG,1567.16,4
2014-04-01,NED,1454.53,5
2014-04-01,POR,1450.34,6
2014-04-01,ENG,1448.32,7
2014-04-01,COL,1427.43,8
2014-04-01,URU,1416.54,9
2014-04-01,FRA,1413.21,10
2014-04-01,ITA,1363.39,11
2014-04-01,MEX,1337.05,12
2014-04-01,USA,1335.21,13
2014-04-01,ECU,1333.02,14
2014-04-01,SUI,1320.87,15
2014-04-01,SWE,1306.13,16
2014-04-01,BEL,1276.07,17
2014-04-01,CRO,1273.41,18
2014-04-01,JPN,1266.59,19
2014-04-01,CIV,1249.77,20
2014-04-01,EGY,1196.64,21
2014-04-01,KOR,1195.4,22
2014-04-01,IRN,1178.36,23
2014-04-01,AUS,1173.25,24
2014-04-01,CZE,1171.65,25
2014-04-01,TUR,1164.26,26
2014-04-01,PAR,1155.52,27
2014-04-01,BIH,1145.99,28
2014-04-01,SCO,1130.52,29
2014-04-01,PAN,1128.77,30
2014-04-01,GHA,1121.0,31
2014-04-01,AUT,1095.88,32
2014-04-01,UZB,1080.72,33
2014-04-01,JOR,1070.35,34
2014-04-01,RSA,1065.62,35
2014-04-01,QAT,1036.93,36
2014-04-01,TUN,1020.1,37
2014-04-01,ALG,1018.5,38
2014-04-01,NZL,1017.36,39
2014-04-01,NOR,986.26,40
2014-04-01,IRQ,983.03,41
2014-04-01,KSA,941.02,42
2014-04-01,SEN,900.0,43
2014-04-01,JAM,886.06,44
2014-04-01,MAR,875.24,45
2014-04-01,CPV,832.33,46
2014-04-01,COD,793.38,47
2014-04-01,CAN,782.57,48
2014-04-01,HAI,754.8,49
2014-04-01,CUW,353.11,50
2014-07-01,BRA,1729.38,1
2014-07-01,NED,1687.12,2
2014-07-01,GER,1667.92,3
2014-07-01,ARG,1629.52,4
2014-07-01,COL,1600.51,5
2014-07-01,FRA,1543.27,6
2014-07-01,ESP,1522.42,7
2014-07-01,POR,1437.11,8
2014-07-01,BEL,1412.16,9
2014-07-01,MEX,1411.22,10
2014-07-01,USA,1372.1,11
2014-07-01,URU,1366.27,12
2014-07-01,SUI,1357.04,13
2014-07-01,ENG,1332.77,14
2014-07-01,ECU,1313.7,15
2014-07-01,ITA,1286.3,16
2014-07-01,CRO,1266.37,17
2014-07-01,SWE,1242.71,18
2014-07-01,BIH,1212.11,19
2014-07-01,JPN,1205.77,20
2014-07-01,CIV,1204.95,21
2014-07-01,TUR,1185.92,22
2014-07-01,EGY,1184.11,23
2014-07-01,PAR,1184.02,24
2014-07-01,CZE,1140.99,25
2014-07-01,GHA,1139.63,26
2014-07-01,SCO,1134.58,27
2014-07-01,ALG,1129.71,28
2014-07-01,PAN,1121.4,29
2014-07-01,AUT,1111.49,30
2014-07-01,IRN,1087.62,31
2014-07-01,AUS,1074.29,32
2014-07-01,RSA,1067.92,33
2014-07-01,KOR,1038.82,34
2014-07-01,TUN,1037.88,35
2014-07-01,UZB,1033.27,36
2014-07-01,QAT,1030.54,37
2014-07-01,NZL,1019.64,38
2014-07-01,JOR,989.45,39
2014-07-01,NOR,986.39,40
2014-07-01,IRQ,983.03,41
2014-07-01,SEN,941.08,42
2014-07-01,JAM,869.5,43
2014-07-01,KSA,839.69,44
2014-07-01,CPV,832.33,45
2014-07-01,MAR,829.62,46
2014-07-01,COD,793.38,47
2014-07-01,CAN,789.39,48
2014-07-01,HAI,754.8,49
2014-07-01,CUW,353.11,50
2014-10-01,GER,1800.48,1
2014-10-01,ARG,1691.38,2
2014-10-01,NED,1640.21,3
2014-10-01,BRA,1600.34,4
2014-10-01,COL,1544.43,5
2014-10-01,FRA,1519.73,6
2014-10-01,ESP,1506.32,7
2014-10-01,BEL,1439.05,8
2014-10-01,MEX,1421.23,9
2014-10-01,URU,1400.32,10
2014-10-01,POR,1396.78,11
2014-10-01,ENG,1375.58,12
2014-10-01,ITA,1357.23,13
2014-10-01,USA,1345.21,14
2014-10-01,ECU,1313.7,15
2014-10-01,SUI,1300.45,16
2014-10-01,CRO,1275.62,17
2014-10-01,SWE,1247.72,18
2014-10-01,PAR,1181.99,19
2014-10-01,JPN,1176.68,20
2014-10-01,BIH,1174.37,21
2014-10-01,CZE,1166.54,22
2014-10-01,CIV,1156.26,23
2014-10-01,ALG,1150.6,24
2014-10-01,TUR,1145.3,25
2014-10-01,GHA,1134.87,26
2014-10-01,SCO,1131.3,27
2014-10-01,AUT,1117.48,28
2014-10-01,EGY,1116.58,29
2014-10-01,PAN,1108.85,30
2014-10-01,IRN,1087.62,31
2014-10-01,UZB,1086.1,32
2014-10-01,RSA,1083.78,33
2014-10-01,TUN,1076.51,34
2014-10-01,AUS,1073.86,35
2014-10-01,KOR,1065.57,36
2014-10-01,SEN,1010.05,37
2014-10-01,NZL,988.15,38
2014-10-01,QAT,983.23,39
2014-10-01,NOR,970.43,40
2014-10-01,JOR,960.62,41
2014-10-01,IRQ,957.92,42
2014-10-01,MAR,881.62,43
2014-10-01,CPV,879.71,44
2014-10-01,JAM,869.5,45
2014-10-01,KSA,826.19,46
2014-10-01,COD,798.87,47
2014-10-01,CAN,789.39,48
2014-10-01,HAI,752.34,49
2014-10-01,CUW,396.94,50
2015-01-01,GER,1734.94,1
2015-01-01,BRA,1667.78,2
2015-01-01,ARG,1629.27,3
2015-01-01,COL,1563.01,4
2015-01-01,NED,1554.52,5
2015-01-01,FRA,1535.59,6
2015-01-01,ESP,1467.09,7
2015-01-01,POR,1430.05,8
2015-01-01,BEL,1425.16,9
2015-01-01,URU,1421.79,10
2015-01-01,MEX,1420.61,11
2015-01-01,ENG,1414.13,12
2015-01-01,ITA,1368.7,13
2015-01-01,ECU,1313.7,14
2015-01-01,CRO,1292.64,15
2015-01-01,SUI,1272.53,16
2015-01-01,USA,1267.23,17
2015-01-01,SWE,1228.07,18
2015-01-01,JPN,1221.59,19
2015-01-01,CZE,1211.62,20
2015-01-01,AUT,1162.83,21
2015-01-01,SCO,1148.38,22
2015-01-01,RSA,1131.17,23
2015-01-01,QAT,1129.76,24
2015-01-01,BIH,1126.7,25
2015-01-01,GHA,1126.08,26
2015-01-01,ALG,1122.19,27
2015-01-01,PAR,1116.16,28
2015-01-01,UZB,1112.61,29
2015-01-01,TUR,1111.56,30
2015-01-01,IRN,1110.72,31
2015-01-01,TUN,1104.32,32
2015-01-01,CIV,1093.01,33
2015-01-01,EGY,1090.8,34
2015-01-01,PAN,1086.45,35
2015-01-01,KOR,1078.41,36
2015-01-01,SEN,1042.7,37
2015-01-01,AUS,1037.13,38
2015-01-01,NOR,986.26,39
2015-01-01,MAR,964.9,40
2015-01-01,NZL,944.67,41
2015-01-01,KSA,898.7,42
2015-01-01,IRQ,893.23,43
2015-01-01,JAM,863.18,44
2015-01-01,JOR,863.04,45
2015-01-01,CPV,854.67,46
2015-01-01,COD,835.68,47
2015-01-01,HAI,807.58,48
2015-01-01,CAN,801.36,49
2015-01-01,CUW,396.1,50
2015-04-01,GER,1719.38,1
2015-04-01,BRA,1705.88,2
2015-04-01,ARG,1643.08,3
2015-04-01,COL,1574.95,4
2015-04-01,NED,1569.11,5
2015-04-01,FRA,1524.18,6
2015-04-01,ESP,1452.81,7
2015-04-01,BEL,1438.29,8
2015-04-01,URU,1428.43,9
2015-04-01,MEX,1420.61,10
2015-04-01,ENG,1417.12,11
2015-04-01,POR,1381.28,12
2015-04-01,ITA,1356.76,13
2015-04-01,CRO,1312.54,14
2015-04-01,ECU,1303.48,15
2015-04-01,JPN,1300.71,16
2015-04-01,SUI,1282.79,17
2015-04-01,SWE,1263.41,18
2015-04-01,USA,1249.97,19
2015-04-01,CIV,1198.56,20
2015-04-01,IRN,1197.14,21
2015-04-01,KOR,1186.55,22
2015-04-01,GHA,1183.84,23
2015-04-01,AUS,1179.94,24
2015-04-01,SCO,1174.27,25
2015-04-01,CZE,1172.64,26
2015-04-01,AUT,1165.06,27
2015-04-01,TUR,1130.41,28
2015-04-01,BIH,1130.04,29
2015-04-01,ALG,1129.01,30
2015-04-01,PAR,1116.16,31
2015-04-01,PAN,1113.63,32
2015-04-01,EGY,1105.9,33
2015-04-01,SEN,1101.75,34
2015-04-01,QAT,1085.89,35
2015-04-01,RSA,1073.68,36
2015-04-01,UZB,1068.06,37
2015-04-01,TUN,1019.55,38
2015-04-01,NOR,966.36,39
2015-04-01,MAR,958.26,40
2015-04-01,CPV,947.89,41
2015-04-01,IRQ,934.55,42
2015-04-01,NZL,931.46,43
2015-04-01,KSA,903.4,44
2015-04-01,JAM,896.15,45
2015-04-01,COD,840.45,46
2015-04-01,CAN,820.18,47
2015-04-01,HAI,818.88,48
2015-04-01,JOR,800.73,49
2015-04-01,CUW,439.16,50
2015-07-01,GER,1685.38,1
2015-07-01,ARG,1665.34,2
2015-07-01,BRA,1657.7,3
2015-07-01,COL,1555.68,4
2015-07-01,NED,1539.23,5
2015-07-01,ESP,1474.08,6
2015-07-01,FRA,1458.96,7
2015-07-01,BEL,1427.46,8
2015-07-01,ENG,1416.32,9
2015-07-01,POR,1407.03,10
2015-07-01,URU,1370.56,11
2015-07-01,USA,1364.58,12
2015-07-01,ITA,1334.07,13
2015-07-01,CRO,1323.25,14
2015-07-01,MEX,1297.97,15
2015-07-01,JPN,1297.09,16
2015-07-01,SUI,1288.8,17
2015-07-01,ECU,1268.97,18
2015-07-01,SWE,1267.87,19
2015-07-01,KOR,1223.8,20
2015-07-01,IRN,1195.11,21
2015-07-01,SCO,1194.04,22
2015-07-01,AUT,1191.23,23
2015-07-01,CIV,1183.53,24
2015-07-01,AUS,1181.8,25
2015-07-01,PAR,1180.77,26
2015-07-01,TUR,1166.42,27
2015-07-01,BIH,1156.88,28
2015-07-01,CZE,1143.25,29
2015-07-01,ALG,1132.05,30
2015-07-01,EGY,1121.4,31
2015-07-01,SEN,1111.63,32
2015-07-01,GHA,1100.89,33
2015-07-01,PAN,1092.89,34
2015-07-01,QAT,1059.31,35
2015-07-01,TUN,1021.5,36
2015-07-01,RSA,1011.22,37
2015-07-01,UZB,1007.02,38
2015-07-01,MAR,976.49,39
2015-07-01,NOR,968.24,40
2015-07-01,CPV,957.96,41
2015-07-01,NZL,931.46,42
2015-07-01,IRQ,917.93,43
2015-07-01,KSA,917.33,44
2015-07-01,JOR,870.41,45
2015-07-01,JAM,863.39,46
2015-07-01,COD,861.74,47
2015-07-01,CAN,837.23,48
2015-07-01,HAI,818.88,49
2015-07-01,CUW,498.82,50
2015-10-01,GER,1700.13,1
2015-10-01,BRA,1682.35,2
2015-10-01,ARG,1650.47,3
2015-10-01,COL,1543.78,4
2015-10-01,ESP,1495.43,5
2015-10-01,FRA,1488.79,6
2015-10-01,BEL,1447.46,7
2015-10-01,ENG,1443.07,8
2015-10-01,NED,1437.6,9
2015-10-01,POR,1396.56,10
2015-10-01,URU,1370.56,11
2015-10-01,ITA,1343.53,12
2015-10-01,MEX,1327.71,13
2015-10-01,USA,1326.92,14
2015-10-01,ECU,1285.87,15
2015-10-01,SUI,1272.94,16
2015-10-01,JPN,1256.91,17
2015-10-01,CRO,1253.19,18
2015-10-01,KOR,1248.46,19
2015-10-01,AUT,1239.21,20
2015-10-01,TUR,1214.44,21
2015-10-01,IRN,1201.65,22
2015-10-01,SWE,1200.58,23
2015-10-01,AUS,1192.64,24
2015-10-01,CIV,1165.19,25
2015-10-01,CZE,1158.62,26
2015-10-01,SCO,1152.43,27
2015-10-01,BIH,1140.75,28
2015-10-01,ALG,1136.4,29
2015-10-01,EGY,1121.4,30
2015-10-01,PAR,1121.03,31
2015-10-01,GHA,1120.5,32
2015-10-01,SEN,1093.22,33
2015-10-01,QAT,1077.38,34
2015-10-01,PAN,1076.56,35
2015-10-01,NOR,1041.96,36
2015-10-01,UZB,1031.46,37
2015-10-01,TUN,984.1,38
2015-10-01,MAR,983.74,39
2015-10-01,RSA,981.72,40
2015-10-01,CPV,975.89,41
2015-10-01,JAM,936.3,42
2015-10-01,IRQ,934.55,43
2015-10-01,KSA,932.81,44
2015-10-01,NZL,913.25,45
2015-10-01,JOR,861.4,46
2015-10-01,HAI,859.61,47
2015-10-01,CAN,841.58,48
2015-10-01,COD,806.22,49
2015-10-01,CUW,481.19,50
2016-01-01,BRA,1658.29,1
2016-01-01,GER,1620.16,2
2016-01-01,ARG,1602.81,3
2016-01-01,ESP,1541.74,4
2016-01-01,FRA,1506.4,5
2016-01-01,COL,1493.36,6
2016-01-01,BEL,1484.73,7
2016-01-01,ENG,1464.93,8
2016-01-01,URU,1462.32,9
2016-01-01,NED,1415.3,10
2016-01-01,POR,1395.85,11
2016-01-01,ECU,1390.67,12
2016-01-01,MEX,1372.13,13
2016-01-01,ITA,1327.98,14
2016-01-01,USA,1309.54,15
2016-01-01,CRO,1308.08,16
2016-01-01,KOR,1278.2,17
2016-01-01,SUI,1276.76,18
2016-01-01,JPN,1272.41,19
2016-01-01,TUR,1263.38,20
2016-01-01,AUT,1230.61,21
2016-01-01,SWE,1225.55,22
2016-01-01,IRN,1202.56,23
2016-01-01,CIV,1195.02,24
2016-01-01,CZE,1171.5,25
2016-01-01,SCO,1169.65,26
2016-01-01,BIH,1153.44,27
2016-01-01,PAR,1153.01,28
2016-01-01,AUS,1148.79,29
2016-01-01,ALG,1119.5,30
2016-01-01,EGY,1115.47,31
2016-01-01,GHA,1101.5,32
2016-01-01,UZB,1096.63,33
2016-01-01,QAT,1088.39,34
2016-01-01,PAN,1082.57,35
2016-01-01,SEN,1064.95,36
2016-01-01,RSA,1021.48,37
2016-01-01,NOR,998.2,38
2016-01-01,TUN,994.93,39
2016-01-01,CPV,967.55,40
2016-01-01,KSA,955.15,41
2016-01-01,MAR,949.76,42
2016-01-01,JOR,941.61,43
2016-01-01,NZL,937.1,44
2016-01-01,COD,931.05,45
2016-01-01,JAM,915.27,46
2016-01-01,IRQ,885.44,47
2016-01-01,CAN,869.36,48
2016-01-01,HAI,829.47,49
2016-01-01,CUW,481.19,50
2016-04-01,BRA,1633.71,1
2016-04-01,ARG,1628.06,2
2016-04-01,GER,1612.7,3
2016-04-01,FRA,1543.54,4
2016-04-01,COL,1524.85,5
2016-04-01,ESP,1520.97,6
2016-04-01,URU,1483.16,7
2016-04-01,ENG,1467.29,8
2016-04-01,BEL,1456.84,9
2016-04-01,NED,1423.35,10
2016-04-01,MEX,1390.12,11
2016-04-01,POR,1385.15,12
2016-04-01,ECU,1354.8,13
2016-04-01,ITA,1315.18,14
2016-04-01,CRO,1313.49,15
2016-04-01,TUR,1305.44,16
2016-04-01,JPN,1291.87,17
2016-04-01,KOR,1291.7,18
2016-04-01,USA,1274.85,19
2016-04-01,AUT,1223.79,20
2016-04-01,IRN,1222.92,21
2016-04-01,SUI,1214.81,22
2016-04-01,SCO,1212.94,23
2016-04-01,SWE,1211.17,24
2016-04-01,BIH,1199.74,25
2016-04-01,AUS,1188.03,26
2016-04-01,CIV,1179.79,27
2016-04-01,PAR,1179.11,28
2016-04-01,CZE,1151.71,29
2016-04-01,EGY,1135.75,30
2016-04-01,UZB,1130.32,31
2016-04-01,ALG,1113.35,32
2016-04-01,PAN,1098.34,33
2016-04-01,GHA,1097.04,34
2016-04-01,SEN,1080.86,35
2016-04-01,QAT,1060.67,36
2016-04-01,NOR,1022.98,37
2016-04-01,RSA,1019.09,38
2016-04-01,MAR,1004.92,39
2016-04-01,TUN,992.5,40
2016-04-01,KSA,970.83,41
2016-04-01,JOR,948.75,42
2016-04-01,COD,942.51,43
2016-04-01,NZL,937.1,44
2016-04-01,CPV,912.39,45
2016-04-01,JAM,907.84,46
2016-04-01,IRQ,878.38,47
2016-04-01,HAI,852.88,48
2016-04-01,CAN,851.37,49
2016-04-01,CUW,484.91,50
2016-07-01,ARG,1723.2,1
2016-07-01,GER,1621.71,2
2016-07-01,FRA,1587.24,3
2016-07-01,BRA,1563.51,4
2016-07-01,BEL,1498.07,5
2016-07-01,COL,1482.19,6
2016-07-01,NED,1457.69,7
2016-07-01,ITA,1455.11,8
2016-07-01,ESP,1446.09,9
2016-07-01,ENG,1426.38,10
2016-07-01,MEX,1383.52,11
2016-07-01,POR,1380.0,12
2016-07-01,URU,1378.51,13
2016-07-01,CRO,1351.76,14
2016-07-01,ECU,1341.11,15
2016-07-01,USA,1319.84,16
2016-07-01,KOR,1285.4,17
2016-07-01,JPN,1285.31,18
2016-07-01,TUR,1284.04,19
2016-07-01,SUI,1259.86,20
2016-07-01,IRN,1239.31,21
2016-07-01,BIH,1210.22,22
2016-07-01,SWE,1185.45,23
2016-07-01,CIV,1184.69,24
2016-07-01,SCO,1178.68,25
2016-07-01,AUS,1159.8,26
2016-07-01,EGY,1143.65,27
2016-07-01,PAR,1130.79,28
2016-07-01,ALG,1116.3,29
2016-07-01,CZE,1115.9,30
2016-07-01,AUT,1107.44,31
2016-07-01,PAN,1105.58,32
2016-07-01,SEN,1104.92,33
2016-07-01,GHA,1101.71,34
2016-07-01,UZB,1096.56,35
2016-07-01,RSA,1037.85,36
2016-07-01,QAT,1024.12,37
2016-07-01,NZL,1021.9,38
2016-07-01,NOR,1021.66,39
2016-07-01,MAR,1020.42,40
2016-07-01,TUN,993.87,41
2016-07-01,KSA,970.83,42
2016-07-01,JOR,952.69,43
2016-07-01,COD,931.3,44
2016-07-01,CPV,917.99,45
2016-07-01,IRQ,878.38,46
2016-07-01,CAN,877.61,47
2016-07-01,JAM,846.53,48
2016-07-01,HAI,815.67,49
2016-07-01,CUW,553.96,50
2016-10-01,ARG,1713.28,1
2016-10-01,FRA,1615.0,2
2016-10-01,BRA,1605.54,3
2016-10-01,GER,1566.44,4
2016-10-01,ESP,1478.9,5
2016-10-01,COL,1475.09,6
2016-10-01,ITA,1450.03,7
2016-10-01,ENG,1441.23,8
2016-10-01,POR,1433.49,9
2016-10-01,NED,1409.8,10
2016-10-01,URU,1395.9,11
2016-10-01,BEL,1384.8,12
2016-10-01,MEX,1375.27,13
2016-10-01,CRO,1348.56,14
2016-10-01,USA,1337.04,15
2016-10-01,SUI,1307.12,16
2016-10-01,ECU,1296.74,17
2016-10-01,KOR,1282.97,18
2016-10-01,TUR,1280.36,19
2016-10-01,JPN,1265.94,20
2016-10-01,IRN,1253.35,21
2016-10-01,BIH,1227.54,22
2016-10-01,SWE,1194.91,23
2016-10-01,AUS,1191.98,24
2016-10-01,SCO,1184.19,25
2016-10-01,CIV,1167.13,26
2016-10-01,UZB,1148.91,27
2016-10-01,PAR,1143.68,28
2016-10-01,CZE,1133.79,29
2016-10-01,ALG,1124.35,30
2016-10-01,AUT,1119.6,31
2016-10-01,SEN,1118.26,32
2016-10-01,EGY,1106.6,33
2016-10-01,PAN,1097.55,34
2016-10-01,QAT,1066.71,35
2016-10-01,GHA,1065.68,36
2016-10-01,RSA,1050.64,37
2016-10-01,MAR,1027.39,38
2016-10-01,NZL,1021.9,39
2016-10-01,TUN,1011.18,40
2016-10-01,KSA,1010.24,41
2016-10-01,NOR,988.39,42
2016-10-01,COD,946.97,43
2016-10-01,JOR,923.75,44
2016-10-01,CPV,892.15,45
2016-10-01,CAN,887.79,46
2016-10-01,HAI,843.19,47
2016-10-01,IRQ,820.81,48
2016-10-01,JAM,793.25,49
2016-10-01,CUW,553.96,50
2017-01-01,BRA,1678.91,1
2017-01-01,ARG,1647.19,2
2017-01-01,FRA,1626.63,3
2017-01-01,GER,1581.15,4
2017-01-01,ESP,1492.04,5
2017-01-01,ITA,1460.98,6
2017-01-01,COL,1456.32,7
2017-01-01,ENG,1448.16,8
2017-01-01,POR,1442.55,9
2017-01-01,BEL,1427.56,10
2017-01-01,NED,1411.55,11
2017-01-01,URU,1410.98,12
2017-01-01,CRO,1404.55,13
2017-01-01,MEX,1403.85,14
2017-01-01,ECU,1345.07,15
2017-01-01,SUI,1325.47,16
2017-01-01,KOR,1302.88,17
2017-01-01,JPN,1297.58,18
2017-01-01,IRN,1288.69,19
2017-01-01,USA,1276.46,20
2017-01-01,TUR,1244.39,21
2017-01-01,SWE,1211.42,22
2017-01-01,BIH,1199.69,23
2017-01-01,CIV,1184.22,24
2017-01-01,AUS,1174.69,25
2017-01-01,UZB,1153.51,26
2017-01-01,EGY,1147.16,27
2017-01-01,SEN,1138.23,28
2017-01-01,CZE,1123.53,29
2017-01-01,PAN,1117.84,30
2017-01-01,PAR,1115.87,31
2017-01-01,SCO,1111.34,32
2017-01-01,AUT,1092.24,33
2017-01-01,QAT,1089.64,34
2017-01-01,ALG,1083.76,35
2017-01-01,MAR,1066.89,36
2017-01-01,KSA,1045.39,37
2017-01-01,NZL,1034.65,38
2017-01-01,GHA,1025.54,39
2017-01-01,RSA,1024.63,40
2017-01-01,TUN,1022.28,41
2017-01-01,COD,973.44,42
2017-01-01,NOR,940.03,43
2017-01-01,JOR,898.63,44
2017-01-01,CAN,866.37,45
2017-01-01,IRQ,839.93,46
2017-01-01,CPV,831.34,47
2017-01-01,HAI,822.2,48
2017-01-01,JAM,809.59,49
2017-01-01,CUW,617.94,50
2017-04-01,BRA,1720.42,1
2017-04-01,ARG,1603.47,2
2017-04-01,GER,1600.91,3
2017-04-01,FRA,1585.76,4
2017-04-01,ESP,1543.56,5
2017-04-01,ITA,1488.54,6
2017-04-01,COL,1474.17,7
2017-04-01,MEX,1447.97,8
2017-04-01,ENG,1435.36,9
2017-04-01,POR,1428.17,10
2017-04-01,BEL,1401.69,11
2017-04-01,URU,1367.55,12
2017-04-01,CRO,1342.1,13
2017-04-01,NED,1336.18,14
2017-04-01,SUI,1330.13,15
2017-04-01,JPN,1329.24,16
2017-04-01,ECU,1302.86,17
2017-04-01,USA,1289.99,18
2017-04-01,KOR,1277.99,19
2017-04-01,IRN,1277.41,20
2017-04-01,TUR,1262.83,21
2017-04-01,SWE,1246.08,22
2017-04-01,BIH,1220.65,23
2017-04-01,SEN,1196.66,24
2017-04-01,AUS,1188.48,25
2017-04-01,EGY,1170.94,26
2017-04-01,CIV,1167.09,27
2017-04-01,PAR,1140.15,28
2017-04-01,CZE,1139.14,29
2017-04-01,UZB,1127.43,30
2017-04-01,PAN,1121.75,31
2017-04-01,SCO,1121.28,32
2017-04-01,MAR,1093.97,33
2017-04-01,AUT,1091.93,34
2017-04-01,KSA,1091.06,35
2017-04-01,NZL,1078.43,36
2017-04-01,ALG,1058.8,37
2017-04-01,RSA,1017.93,38
2017-04-01,QAT,1004.18,39
2017-04-01,GHA,978.1,40
2017-04-01,COD,963.28,41
2017-04-01,TUN,955.46,42
2017-04-01,JOR,942.81,43
2017-04-01,NOR,912.05,44
2017-04-01,CAN,899.69,45
2017-04-01,IRQ,874.92,46
2017-04-01,HAI,867.07,47
2017-04-01,CPV,845.76,48
2017-04-01,JAM,809.59,49
2017-04-01,CUW,624.53,50
2017-07-01,BRA,1704.27,1
2017-07-01,ARG,1631.76,2
2017-07-01,GER,1630.47,3
2017-07-01,FRA,1580.33,4
2017-07-01,ESP,1543.45,5
2017-07-01,ITA,1517.28,6
2017-07-01,COL,1495.49,7
2017-07-01,POR,1467.07,8
2017-07-01,MEX,1438.49,9
2017-07-01,BEL,1421.71,10
2017-07-01,ENG,1406.66,11
2017-07-01,NED,1380.77,12
2017-07-01,SUI,1339.97,13
2017-07-01,CRO,1339.18,14
2017-07-01,IRN,1310.89,15
2017-07-01,ECU,1303.15,16
2017-07-01,JPN,1299.75,17
2017-07-01,USA,1298.24,18
2017-07-01,URU,1298.01,19
2017-07-01,SWE,1268.37,20
2017-07-01,TUR,1259.19,21
2017-07-01,KOR,1231.1,22
2017-07-01,BIH,1214.61,23
2017-07-01,SEN,1199.49,24
2017-07-01,AUS,1197.77,25
2017-07-01,EGY,1156.0,26
2017-07-01,SCO,1133.41,27
2017-07-01,PAN,1122.86,28
2017-07-01,UZB,1120.22,29
2017-07-01,CZE,1118.31,30
2017-07-01,PAR,1114.43,31
2017-07-01,AUT,1099.62,32
2017-07-01,CIV,1090.21,33
2017-07-01,ALG,1083.54,34
2017-07-01,KSA,1072.72,35
2017-07-01,MAR,1060.52,36
2017-07-01,QAT,1034.83,37
2017-07-01,RSA,1024.5,38
2017-07-01,COD,995.69,39
2017-07-01,TUN,987.38,40
2017-07-01,GHA,985.91,41
2017-07-01,NZL,982.26,42
2017-07-01,NOR,934.34,43
2017-07-01,IRQ,928.8,44
2017-07-01,CAN,911.3,45
2017-07-01,JOR,897.98,46
2017-07-01,HAI,867.07,47
2017-07-01,CPV,820.39,48
2017-07-01,JAM,773.63,49
2017-07-01,CUW,673.8,50
2017-10-01,BRA,1707.0,1
2017-10-01,GER,1660.19,2
2017-10-01,ARG,1601.9,3
2017-10-01,FRA,1585.38,4
2017-10-01,ESP,1581.71,5
2017-10-01,POR,1497.42,6
2017-10-01,COL,1490.2,7
2017-10-01,ITA,1484.16,8
2017-10-01,BEL,1434.68,9
2017-10-01,ENG,1425.13,10
2017-10-01,MEX,1391.72,11
2017-10-01,NED,1368.2,12
2017-10-01,SUI,1346.67,13
2017-10-01,URU,1327.28,14
2017-10-01,CRO,1316.25,15
2017-10-01,USA,1306.94,16
2017-10-01,IRN,1294.88,17
2017-10-01,JPN,1293.44,18
2017-10-01,ECU,1282.57,19
2017-10-01,SWE,1253.04,20
2017-10-01,TUR,1249.22,21
2017-10-01,KOR,1228.59,22
2017-10-01,BIH,1182.69,23
2017-10-01,AUS,1181.44,24
2017-10-01,SEN,1180.4,25
2017-10-01,PAR,1153.1,26
2017-10-01,SCO,1151.09,27
2017-10-01,PAN,1140.88,28
2017-10-01,EGY,1131.71,29
2017-10-01,UZB,1099.99,30
2017-10-01,MAR,1084.41,31
2017-10-01,KSA,1080.68,32
2017-10-01,CZE,1078.02,33
2017-10-01,AUT,1073.21,34
2017-10-01,CIV,1071.02,35
2017-10-01,TUN,1008.62,36
2017-10-01,ALG,1002.87,37
2017-10-01,NZL,994.08,38
2017-10-01,GHA,989.11,39
2017-10-01,QAT,981.83,40
2017-10-01,IRQ,975.97,41
2017-10-01,COD,974.44,42
2017-10-01,CAN,957.5,43
2017-10-01,RSA,951.45,44
2017-10-01,NOR,949.55,45
2017-10-01,JOR,905.93,46
2017-10-01,CPV,878.67,47
2017-10-01,JAM,868.31,48
2017-10-01,HAI,867.07,49
2017-10-01,CUW,617.12,50
2018-01-01,BRA,1709.09,1
2018-01-01,GER,1658.11,2
2018-01-01,FRA,1607.57,3
2018-01-01,ESP,1597.26,4
2018-01-01,ARG,1557.95,5
2018-01-01,POR,1524.74,6
2018-01-01,BEL,1464.15,7
2018-01-01,ENG,1455.52,8
2018-01-01,NED,1438.1,9
2018-01-01,COL,1436.57,10
2018-01-01,ITA,1432.19,11
2018-01-01,MEX,1386.93,12
2018-01-01,SUI,1341.17,13
2018-01-01,CRO,1340.19,14
2018-01-01,IRN,1328.57,15
2018-01-01,USA,1305.16,16
2018-01-01,URU,1304.75,17
2018-01-01,SWE,1273.38,18
2018-01-01,ECU,1250.68,19
2018-01-01,JPN,1237.04,20
2018-01-01,KOR,1235.65,21
2018-01-01,SEN,1229.79,22
2018-01-01,AUS,1208.98,23
2018-01-01,BIH,1183.46,24
2018-01-01,MAR,1170.8,25
2018-01-01,PAR,1163.13,26
2018-01-01,SCO,1157.31,27
2018-01-01,AUT,1137.45,28
2018-01-01,PAN,1134.51,29
2018-01-01,EGY,1134.34,30
2018-01-01,CZE,1134.1,31
2018-01-01,TUR,1127.5,32
2018-01-01,UZB,1073.26,33
2018-01-01,ALG,1035.95,34
2018-01-01,GHA,1035.45,35
2018-01-01,CIV,1034.19,36
2018-01-01,TUN,1030.57,37
2018-01-01,COD,1016.49,38
